source_word,target_word,source_pos,target_pos,morpheme,type,segments
felkészül,felkészületlen,V,J,etlen,suffix,"('fel#', 'kész', '#ül', '#etlen')"
fúj,felfúj,V,V,fel,prefix,"('fel#', 'fúj')"
elkötelezett,elkötelezettség,J,N,ség,suffix,"('elkötelezett', '#ség')"
régi,régies,J,J,es,suffix,"('rég', '#i', '#es')"
meghajt,meghajtás,V,N,ás,suffix,"('meg#', 'hajt', '#ás')"
ültet,elültet,V,V,el,prefix,"('el#', 'ül', '#tet')"
átkoz,elátkoz,V,V,el,prefix,"('el#', 'átkoz')"
emészt,emészthető,V,J,hető,suffix,"('emészt', '#hető')"
selejt,selejtes,N,J,es,suffix,"('selejt', '#es')"
diák,diákság,N,N,ság,suffix,"('diák', '#ság')"
szolgál,felszolgál,V,V,fel,prefix,"('fel#', 'szolga', '#l')"
nyomtat,kinyomtat,V,V,ki,prefix,"('ki#', 'nyom', '#tat')"
kubista,kubizmus,N,N,izmus,suffix,"('kubista', '#izmus')"
bódít,elbódít,V,V,el,prefix,"('el#', 'bódít')"
boglár,boglárka,N,N,ka,suffix,"('boglár', '#ka')"
aprólékos,aprólékosan,J,R,an,suffix,"('apró', '#lék', '#os', '#an')"
aprólék,aprólékos,N,J,os,suffix,"('apró', '#lék', '#os')"
forral,felforral,V,V,fel,prefix,"('fel#', 'forr', '#al')"
Aragónia,aragóniai,N,J,i,suffix,"('Aragónia', '#i')"
nyugtalan,nyugtalankodik,J,V,kodik,suffix,"('nyugtalan', '#kodik')"
friss,frissesség,J,N,ség,suffix,"('friss', '#ség')"
termék,terméketlen,N,J,etlen,suffix,"('terem', '#ék', '#etlen')"
nyilatkoztat,kinyilatkoztat,V,V,ki,prefix,"('ki#', 'nyilatkoztat')"
házasít,megházasít,V,V,meg,prefix,"('meg#', 'ház', '#as', '#ít')"
reggelizik,megreggelizik,V,V,meg,prefix,"('meg#', 'reggel', '#i', '#zik')"
szárít,megszárít,V,V,meg,prefix,"('meg#', 'szárít')"
szárad,megszárad,V,V,meg,prefix,"('meg#', 'szárad')"
vacsorázik,megvacsorázik,V,V,meg,prefix,"('meg#', 'vacsora', '#zik')"
bonc,boncnok,N,N,nok,suffix,"('bonc', '#nok')"
Marx,marxizmus,N,N,izmus,suffix,"('Marx', '#izmus')"
csonkít,megcsonkít,V,V,meg,prefix,"('meg#', 'csonk', '#ít')"
emlékezik,megemlékezik,V,V,meg,prefix,"('meg#', 'emlék', '#ezik')"
fiatalodik,megfiatalodik,V,V,meg,prefix,"('meg#', 'fiatal', '#odik')"
fésül,megfésül,V,V,meg,prefix,"('meg#', 'fésű', '#l')"
gyógyul,meggyógyul,V,V,meg,prefix,"('meg#', 'jog', '#ul')"
harap,megharap,V,V,meg,prefix,"('meg#', 'harap')"
lobogtat,meglobogtat,V,V,meg,prefix,"('meg#', 'lobogtat')"
locsol,meglocsol,V,V,meg,prefix,"('meg#', 'locsol')"
nyal,megnyal,V,V,meg,prefix,"('meg#', 'nyal')"
puszil,megpuszil,V,V,meg,prefix,"('meg#', 'puszi', '#l')"
rettent,megrettent,V,V,meg,prefix,"('meg#', 'rettent')"
rostál,megrostál,V,V,meg,prefix,"('meg#', 'rosta', '#l')"
részegül,megrészegül,V,V,meg,prefix,"('meg#', 'részeg', '#ül')"
rútul,megrútul,V,V,meg,prefix,"('meg#', 'rútul')"
rúg,megrúg,V,V,meg,prefix,"('meg#', 'rúg')"
rövidít,megrövidít,V,V,meg,prefix,"('meg#', 'rövid', '#ít')"
szavaz,megszavaz,V,V,meg,prefix,"('meg#', 'szó', '#az')"
szerelmesedik,megszerelmesedik,V,V,meg,prefix,"('meg#', 'szerelmesedik')"
szőkít,megszőkít,V,V,meg,prefix,"('meg#', 'sző', '#ke', '#ít')"
sértődik,megsértődik,V,V,meg,prefix,"('meg#', 'sért', '#ődik')"
teázik,megteázik,V,V,meg,prefix,"('meg#', 'tea', '#zik')"
táncoltat,megtáncoltat,V,V,meg,prefix,"('meg#', 'tánc', '#ol', '#tat')"
töm,megtöm,V,V,meg,prefix,"('meg#', 'töm')"
ugat,megugat,V,V,meg,prefix,"('meg#', 'ugat')"
uzsonnázik,meguzsonnázik,V,V,meg,prefix,"('meg#', 'uzsonna', '#zik')"
karmol,megkarmol,V,V,meg,prefix,"('meg#', 'karmol')"
vénül,megvénül,V,V,meg,prefix,"('meg#', 'vén', '#ül')"
vétóz,megvétóz,V,V,meg,prefix,"('meg#', 'vétó', '#z')"
gyám,gyámság,N,N,ság,suffix,"('gyám', '#ság')"
hűl,kihűl,V,V,ki,prefix,"('ki#', 'hűl')"
hűl,lehűl,V,V,le,prefix,"('le#', 'hűl')"
hűl,meghűl,V,V,meg,prefix,"('meg#', 'hűl')"
etnika,etnikai,N,J,i,suffix,"('etnika', '#i')"
alkalmatlan,alkalmatlanság,J,N,ság,suffix,"('alkalom', '#atlan', '#ság')"
sír,siralom,N,N,alom,suffix,"('sír', '#alom')"
siránkozik,siránkozás,V,N,ás,suffix,"('siránkozik', '#ás')"
felszívódik,felszívódás,V,N,ás,suffix,"('fel#', 'szív', '#ódik', '#ás')"
elnyel,elnyelés,V,N,és,suffix,"('el#', 'nyel', '#és')"
elmélyed,elmélyedés,V,N,és,suffix,"('el#', 'mélyed', '#és')"
elmerül,elmerülés,V,N,és,suffix,"('el#', 'mer', '#ül', '#és')"
átenged,átengedés,V,N,és,suffix,"('át#', 'enged', '#és')"
elszállásol,elszállásolás,V,N,ás,suffix,"('el#', 'szállás', '#ol', '#ás')"
hozzáférhető,hozzáférhetőség,J,N,ség,suffix,"('hozzá#', 'fér', '#hető', '#ség')"
súlyosbít,súlyosbítás,V,N,ás,suffix,"('súlyosbít', '#ás')"
sorsol,sorsolás,V,N,ás,suffix,"('sors', '#ol', '#ás')"
sors,sorsol,N,V,ol,suffix,"('sors', '#ol')"
érsek,érsekség,N,N,ség,suffix,"('érsek', '#ség')"
soviniszta,sovinizmus,N,N,izmus,suffix,"('soviniszta', '#izmus')"
kárpit,kárpitos,N,N,os,suffix,"('kárpit', '#os')"
kikiált,kikiáltás,V,N,ás,suffix,"('ki#', 'kiált', '#ás')"
asztma,asztmás,N,J,s,suffix,"('asztma', '#s')"
recitál,elrecitál,V,V,el,prefix,"('el#', 'recitál')"
présel,összeprésel,V,V,össze,prefix,"('össze#', 'prés', '#el')"
csönd,csöndes,N,J,es,suffix,"('csönd', '#es')"
árva,árvaság,J,N,ság,suffix,"('ár', '#va', '#ság')"
gög,gőgös,N,N,ös,suffix,"('gög', '#ös')"
bölcs,bölcsen,J,R,en,suffix,"('bölcs', '#en')"
csillan,csillanás,V,N,ás,suffix,"('csillan', '#ás')"
bénul,bénulás,V,N,ás,suffix,"('béna', '#ul', '#ás')"
tudatos,tudatosság,J,N,ság,suffix,"('tud', '#at', '#os', '#ság')"
hidal,áthidal,V,V,át,prefix,"('át#', 'híd', '#al')"
csüggedt,csüggedtség,J,N,ség,suffix,"('csüggedt', '#ség')"
átkoz,átkozódik,V,V,ódik,suffix,"('átkoz', '#ódik')"
nyújt,átnyújt,V,V,át,prefix,"('át#', 'nyújt')"
ágazik,elágazik,V,V,el,prefix,"('el#', 'ág', '#azik')"
piszkol,bepiszkol,V,V,be,prefix,"('be#', 'piszok', '#ol')"
hökkent,meghökkent,V,V,meg,prefix,"('meg#', 'hökkent')"
folytat,lefolytat,V,V,le,prefix,"('le#', 'folyik', '#tat')"
told,toldalék,V,N,lék,suffix,"('told', '#lék')"
kereszt,keresztez,N,V,ez,suffix,"('kereszt', '#ez')"
bámészkodik,bámészkodás,V,N,ás,suffix,"('bámészkodik', '#ás')"
elérhető,elérhetőség,J,N,ség,suffix,"('el#', 'ér', '#hető', '#ség')"
cedál,átcedál,V,V,át,prefix,"('át#', 'cedál')"
agykéreg,agykérgi,N,J,i,suffix,"('agykéreg', '#i')"
feloldoz,feloldozás,V,N,ás,suffix,"('fel#', 'old', '#oz', '#ás')"
keményít,megkeményít,V,V,meg,prefix,"('meg#', 'kemény', '#ít')"
nyer,visszanyer,V,V,vissza,prefix,"('vissza#', 'nyer')"
szór,elszór,V,V,el,prefix,"('el#', 'szór')"
provokál,kiprovokál,V,V,ki,prefix,"('ki#', 'provokál')"
tükröz,visszatükröz,V,V,vissza,prefix,"('vissza#', 'tükör', '#öz')"
épül,felépül,V,V,fel,prefix,"('fel#', 'ép', '#ül')"
ereszt,leereszt,U,V,le,prefix,"('le#', 'eresz', '#t')"
másol,lemásol,V,V,le,prefix,"('le#', 'más', '#ol')"
nyilvánít,kinyilvánít,V,V,ki,prefix,"('ki#', 'nyílik', '#ván', '#ít')"
sül,elsül,V,V,el,prefix,"('el#', 'sül')"
szabadul,megszabadul,V,V,meg,prefix,"('meg#', 'szabad', '#ul')"
ró,kiró,V,V,ki,prefix,"('ki#', 'ró')"
kezdődik,elkezdődik,V,V,el,prefix,"('el#', 'kezd', '#ődik')"
ruház,ráruház,V,V,rá,prefix,"('rá#', 'ruha', '#z')"
bizony,bizonygat,R,V,gat,suffix,"('bíz', '#ik', '#ony', '#gat')"
gondol,kigondol,N,V,ki,prefix,"('ki#', 'gond', '#ol')"
áll,összeáll,U,V,össze,prefix,"('össze#', 'áll')"
suhan,tovasuhan,V,V,tova,prefix,"('tova#', 'suhan')"
hárít,elhárít,V,V,el,prefix,"('el#', 'hárít')"
nyomoz,kinyomoz,V,V,ki,prefix,"('ki#', 'nyom', '#oz')"
számít,felszámít,V,V,fel,prefix,"('fel#', 'szám', '#ít')"
elmés,elmésség,J,N,ség,suffix,"('elme', '#s', '#ség')"
okos,okoskodik,J,V,kodik,suffix,"('ok', '#os', '#kodik')"
töröl,eltöröl,V,V,el,prefix,"('el#', 'tör', '#öl')"
tűr,eltűr,V,V,el,prefix,"('el#', 'tűr')"
halmozódik,felhalmozódik,V,V,fel,prefix,"('fel#', 'halom', '#oz', '#ódik')"
fér,hozzáfér,V,V,hozzá,prefix,"('hozzá#', 'fér')"
túr,kitúr,V,V,ki,prefix,"('ki#', 'túr')"
vádol,megvádol,V,V,meg,prefix,"('meg#', 'vád', '#ol')"
hitvány,hitványság,J,N,ság,suffix,"('hitvány', '#ság')"
számít,beleszámít,V,V,bele,prefix,"('bele#', 'szám', '#ít')"
reteszel,bereteszel,V,V,be,prefix,"('be#', 'retesz', '#el')"
tulajdon,tulajdonít,N,V,ít,suffix,"('tulajdon', '#ít')"
süt,kisüt,V,V,ki,prefix,"('ki#', 'süt')"
erőszakos,erőszakoskodik,J,V,kodik,suffix,"('erőszak', '#os', '#kodik')"
vádol,bevádol,V,V,be,prefix,"('be#', 'vád', '#ol')"
old,felold,V,V,fel,prefix,"('fel#', 'old')"
oszlat,szétoszlat,V,V,szét,prefix,"('szét#', 'oszlat')"
vés,bevés,V,V,be,prefix,"('be#', 'vés')"
bíz,rábíz,V,V,rá,prefix,"('rá#', 'bíz')"
bán,bánkódik,J,V,kódik,suffix,"('bán', '#kódik')"
dobál,összedobál,V,V,össze,prefix,"('össze#', 'dob', '#ál')"
hallgattat,elhallgattat,V,V,el,prefix,"('el#', 'hallgattat')"
illeszt,beilleszt,V,V,be,prefix,"('be#', 'illik', '#eszt')"
szól,közbeszól,V,V,közbe,prefix,"('közbe#', 'szó', '#l')"
szárít,kiszárít,V,V,ki,prefix,"('ki#', 'szárít')"
tép,letép,V,V,le,prefix,"('le#', 'tép')"
elevenedik,felelevenedik,V,V,fel,prefix,"('fel#', 'eleven', '#edik')"
göröngy,göröngyös,N,J,ös,suffix,"('göröngy', '#ös')"
kerekít,kikerekít,V,V,ki,prefix,"('ki#', 'kerek', '#ít')"
mocskol,bemocskol,V,V,be,prefix,"('be#', 'mocsok', '#ol')"
lékel,meglékel,V,V,meg,prefix,"('meg#', 'lék', '#el')"
gubancol,összegubancol,V,V,össze,prefix,"('össze#', 'gubanc', '#ol')"
izgul,izgalom,V,N,alom,suffix,"('izzik', '#gat', '#ul', '#alom')"
enged,leenged,V,V,le,prefix,"('le#', 'enged')"
sokféle,sokféleség,J,N,ség,suffix,"('sok', '#féle', '#ség')"
fedd,fegyenc,V,N,enc,suffix,"('fedd', '#enc')"
reteszel,elreteszel,V,V,el,prefix,"('el#', 'retesz', '#el')"
képez,kiképez,V,V,ki,prefix,"('ki#', 'kép', '#ez')"
illeszt,összeilleszt,V,V,össze,prefix,"('össze#', 'illik', '#eszt')"
zsugorodik,összezsugorodik,V,V,össze,prefix,"('össze#', 'zsugorodik')"
buktat,megbuktat,V,V,meg,prefix,"('meg#', 'bukik', '#tat')"
sejt,megsejt,V,V,meg,prefix,"('meg#', 'sejt')"
folt,foltoz,N,V,oz,suffix,"('folt', '#oz')"
rohan,megrohan,V,V,meg,prefix,"('meg#', 'rohan')"
szellemi,szellemileg,J,R,leg,suffix,"('szellő', '#em', '#i', '#leg')"
visz,keresztülvisz,V,V,keresztül,prefix,"('keresztül#', 'visz')"
herceg,hercegi,N,J,i,suffix,"('herceg', '#i')"
bizalmas,bizalmasan,J,R,an,suffix,"('bíz', '#ik', '#alom', '#as', '#an')"
rendez,megrendez,V,V,meg,prefix,"('meg#', 'rend', '#ez')"
indulatos,indulatosan,J,R,an,suffix,"('indul', '#at', '#os', '#an')"
illeszt,hozzáilleszt,V,V,hozzá,prefix,"('hozzá#', 'illik', '#eszt')"
lök,löket,V,N,et,suffix,"('lök', '#et')"
egyetemes,egyetemesen,J,R,en,suffix,"('egyetem', '#es', '#en')"
csata,csatár,N,N,ár,suffix,"('csata', '#ár')"
csekély,csekélység,J,N,ség,suffix,"('csökken', '#ély', '#ség')"
téved,téves,V,J,es,suffix,"('téved', '#es')"
selejtez,kiselejtez,V,V,ki,prefix,"('ki#', 'selejt', '#ez')"
tagad,megtagad,V,V,meg,prefix,"('meg#', 'tagad')"
sárga,sárgás,J,J,as,suffix,"('sárga', '#as')"
oszt,kioszt,U,V,ki,prefix,"('ki#', 'oszt')"
szerkeszt,megszerkeszt,V,V,meg,prefix,"('meg#', 'szerkeszt')"
kontárkodik,belekontárkodik,V,V,bele,prefix,"('bele#', 'kontár', '#kodik')"
szállásol,elszállásol,V,V,el,prefix,"('el#', 'szállás', '#ol')"
bús,búsul,J,V,ul,suffix,"('bú', '#s', '#ul')"
töm,betöm,V,V,be,prefix,"('be#', 'töm')"
háború,háborúzik,N,V,zik,suffix,"('háború', '#zik')"
páhol,elpáhol,V,V,el,prefix,"('el#', 'páhol')"
napsütés,napsütéses,N,J,es,suffix,"('napsütés', '#es')"
hiszékeny,hiszékenység,J,N,ség,suffix,"('hisz', '#ékeny', '#ség')"
közönyös,közönyösség,J,N,ség,suffix,"('közöny', '#ös', '#ség')"
futólagos,futólagosan,J,R,an,suffix,"('futó', '#lag', '#os', '#an')"
botlik,elbotlik,V,V,el,prefix,"('el#', 'botlik')"
élet,élettelen,N,J,telen,suffix,"('él', '#et', '#telen')"
bebocsát,bebocsátás,V,N,ás,suffix,"('be#', 'bocsát', '#ás')"
világosodás,felvilágosodás,N,N,fel,prefix,"('fel#', 'világosodás')"
dicsér,feldicsér,V,V,fel,prefix,"('fel#', 'dicsér')"
tökél,eltökél,V,V,el,prefix,"('el#', 'tökél')"
idealista,idealizmus,N,N,izmus,suffix,"('idealista', '#izmus')"
horzsol,horzsolás,V,N,ás,suffix,"('horzsol', '#ás')"
vár,elvár,V,V,el,prefix,"('el#', 'vár')"
fed,átfed,V,V,át,prefix,"('át#', 'fed')"
szabados,szabadosság,J,N,ság,suffix,"('szabad', '#os', '#ság')"
meghibásodik,meghibásodás,V,N,ás,suffix,"('meg#', 'hiba', '#s', '#odik', '#ás')"
dupláz,megdupláz,V,V,meg,prefix,"('meg#', 'dupla', '#z')"
kifinomult,kifinomultság,J,N,ság,suffix,"('ki#', 'finom', '#ul', '#t', '#ság')"
drámai,drámaian,J,R,an,suffix,"('dráma', '#i', '#an')"
mentes,mentesség,J,N,ség,suffix,"('mentes', '#ség')"
sajátít,kisajátít,V,V,ki,prefix,"('ki#', 'saját', '#ít')"
egyenlő,egyenlően,J,R,en,suffix,"('egyenlő', '#en')"
olvaszt,egybeolvaszt,V,V,egybe,prefix,"('egybe#', 'olvaszt')"
logika,logikai,N,J,i,suffix,"('logika', '#i')"
kerülés,elkerülés,N,N,el,prefix,"('el#', 'kerülés')"
hideg,hidegség,J,N,ség,suffix,"('hideg', '#ség')"
egzisztencia,egzisztencializmus,N,N,izmus,suffix,"('egzisztencia', '#izmus')"
hajlékony,hajlékonyság,J,N,ság,suffix,"('hajlik', '#ékony', '#ság')"
barnamező,barnamezős,N,J,s,suffix,"('barnamező', '#s')"
vulkán,vulkanizmus,N,N,izmus,suffix,"('vulkán', '#izmus')"
kristályos,kristályosodik,J,V,odik,suffix,"('kristály', '#os', '#odik')"
Alaszka,alaszkai,N,J,i,suffix,"('Alaszka', '#i')"
párt,pártol,N,V,ol,suffix,"('párt', '#ol')"
szemel,kiszemel,V,V,ki,prefix,"('ki#', 'szem', '#el')"
szöktet,elszöktet,V,V,el,prefix,"('el#', 'szökik', '#tet')"
teljesít,beteljesít,V,V,be,prefix,"('be#', 'teljes', '#ít')"
elgondol,elgondolás,V,N,ás,suffix,"('el#', 'gond', '#ol', '#ás')"
archaikus,archaizmus,J,N,izmus,suffix,"('archaikus', '#izmus')"
hatástalan,hatástalanság,J,N,ság,suffix,"('hatás', '#talan', '#ság')"
adófelügyelő,adófelügyelőség,N,N,ség,suffix,"('adófelügyelő', '#ség')"
beiratkozik,beiratkozás,V,N,ás,suffix,"('be#', 'írat', '#kozik', '#ás')"
dadaista,dadaizmus,N,N,izmus,suffix,"('dadaista', '#izmus')"
átszámít,átszámítás,V,N,ás,suffix,"('át#', 'szám', '#ít', '#ás')"
átvándorol,átvándorlás,V,N,ás,suffix,"('át#', 'vándor', '#ol', '#ás')"
beszámíthatatlan,beszámíthatatlanság,J,N,ság,suffix,"('be#', 'szám', '#ít', '#hatatlan', '#ság')"
bolsevik,bolsevizmus,N,N,izmus,suffix,"('bolsevik', '#izmus')"
dilettáns,dilettantizmus,N,N,izmus,suffix,"('dilettáns', '#izmus')"
dölyfös,dölyfösség,J,N,ség,suffix,"('dölyf', '#ös', '#ség')"
megszólít,megszólítás,V,N,ás,suffix,"('meg#', 'szó', '#l', '#ít', '#ás')"
ittasul,megittasul,V,V,meg,prefix,"('meg#', 'iszik', '#as', '#ul')"
kétszerez,megkétszerez,V,V,meg,prefix,"('meg#', 'kétszerez')"
koszorúz,megkoszorúz,V,V,meg,prefix,"('meg#', 'koszorú', '#z')"
örvendeztet,megörvendeztet,V,V,meg,prefix,"('meg#', 'örvendeztet')"
rázkódtat,megrázkódtat,V,V,meg,prefix,"('meg#', 'rázkódtat')"
rozsdásodik,megrozsdásodik,V,V,meg,prefix,"('meg#', 'rozsda', '#s', '#odik')"
szólaltat,megszólaltat,V,V,meg,prefix,"('meg#', 'szó', '#l', '#al', '#tat')"
szürkül,megszürkül,V,V,meg,prefix,"('meg#', 'szürke', '#ül')"
tántorodik,megtántorodik,V,V,meg,prefix,"('meg#', 'tántorodik')"
tízszerez,megtízszerez,V,V,meg,prefix,"('meg#', 'tízszer', '#ez')"
válogat,megválogat,V,V,meg,prefix,"('meg#', 'válik', '#ogat')"
vasal,megvasal,V,V,meg,prefix,"('meg#', 'vas', '#al')"
vereget,megvereget,V,V,meg,prefix,"('meg#', 'vereget')"
vesszőz,megvesszőz,V,V,meg,prefix,"('meg#', 'vesszőz')"
vastagodik,megvastagodik,V,V,meg,prefix,"('meg#', 'vastag', '#odik')"
nyárspolgár,nyárspolgárság,N,N,ság,suffix,"('nyárspolgár', '#ság')"
nyög,nyögdécsel,V,V,décsel,suffix,"('nyög', '#décsel')"
tapad,odatapad,V,V,oda,prefix,"('oda#', 'tapad')"
önkényes,önkényeskedik,J,V,kedik,suffix,"('önkény', '#es', '#kedik')"
öntudat,öntudatos,N,J,os,suffix,"('ön#', 'tud', '#at', '#os')"
boronál,összeboronál,V,V,össze,prefix,"('össze#', 'borona', '#l')"
nő,összenő,V,V,össze,prefix,"('össze#', 'nő')"
roppan,összeroppan,V,V,össze,prefix,"('össze#', 'roppan')"
találkozik,összetalálkozik,V,V,össze,prefix,"('össze#', 'talál', '#kozik')"
parancsnok,parancsnokság,N,N,ság,suffix,"('parancs', '#nok', '#ság')"
épít,kiépít,V,V,ki,prefix,"('ki#', 'ép', '#ít')"
sokszorosít,sokszorosítás,V,N,ás,suffix,"('sok', '#szor', '#os', '#ít', '#ás')"
sznob,sznobizmus,N,N,izmus,suffix,"('sznob', '#izmus')"
szárad,kiszárad,V,V,ki,prefix,"('ki#', 'szárad')"
felszippant,felszippantás,V,N,ás,suffix,"('fel#', 'szippant', '#ás')"
ingerlékeny,ingerlékenység,J,N,ség,suffix,"('ingerel', '#ékeny', '#ség')"
beszív,beszívás,V,N,ás,suffix,"('be#', 'szív', '#ás')"
illegális,illegálisan,J,R,an,suffix,"('illegális', '#an')"
amennyi,amennyiben,R,R,ben,suffix,"('amennyi', '#ben')"
morfológia,morfológiai,N,J,i,suffix,"('morfológia', '#i')"
beporoz,beporzás,V,N,ás,suffix,"('be#', 'por', '#oz', '#ás')"
zöld,zöldes,J,J,es,suffix,"('zöld', '#es')"
ellazult,ellazultság,J,N,ság,suffix,"('ellazult', '#ság')"
izgatott,izgatottság,J,N,ság,suffix,"('izgatott', '#ság')"
egybehangzó,egybehangzóan,J,R,an,suffix,"('egybehangzó', '#an')"
pehely,pelyhes,N,J,es,suffix,"('pehely', '#es')"
fehér,fehéres,J,J,es,suffix,"('fehér', '#es')"
marad,visszamarad,V,V,vissza,prefix,"('vissza#', 'marad')"
álmos,álmosság,J,N,ság,suffix,"('álom', '#os', '#ság')"
