source_word,target_word,source_pos,target_pos,morpheme,type,segments
vírus,viral,N,J,al,suffix,"('vírus', '#al')"
Macau,macaco,N,N,aco,suffix,"('Macau', '#aco')"
continente,continental,J,J,al,suffix,"('continente', '#al')"
Bolívia,boliviano,N,J,ano,suffix,"('Bolívia', '#ano')"
raça,racial,N,J,ial,suffix,"('raça', '#ial')"
ferrar,ferradura,V,N,dura,suffix,"('ferrar', '#dura')"
metacarpo,metacarpal,N,N,al,suffix,"('metacarpo', '#al')"
colosso,colossal,N,J,al,suffix,"('colosso', '#al')"
incentivo,incentivar,N,V,ar,suffix,"('incentivo', '#ar')"
partícula,particular,N,J,ar,suffix,"('partícula', '#ar')"
cansar,descanso,V,N,des,prefix,"('des#', 'cansar')"
fronte,frontal,N,J,al,suffix,"('fronte', '#al')"
comprar,comprador,V,N,dor,suffix,"('compra', '#ar', '#dor')"
molécula,molecular,N,J,ar,suffix,"('molécula', '#ar')"
dar,dado,V,J,ado,suffix,"('dar', '#ado')"
lateral,multilateral,J,J,multi,prefix,"('multi#', 'lateral')"
interessar,interessante,V,J,ante,suffix,"('interessar', '#ante')"
logia,psicologia,N,N,psico,prefix,"('psico#', 'logia')"
fuso,parafuso,N,N,para,prefix,"('para#', 'fuso')"
watt,kilowatt,N,N,kilo,prefix,"('kilo#', 'watt')"
adição,adicionar,N,V,ar,suffix,"('adição', '#ar')"
fim,finar,N,V,ar,suffix,"('fim', '#ar')"
bacalhau,bacalhoeiro,N,N,eiro,suffix,"('bacalhau', '#eiro')"
colónia,colonial,N,J,al,suffix,"('colónia', '#al')"
município,municipal,N,J,al,suffix,"('município', '#al')"
bravo,bravura,U,N,ura,suffix,"('bravo', '#ura')"
séptico,septicemia,J,N,emia,suffix,"('séptico', '#emia')"
Zâmbia,zambiano,N,J,ano,suffix,"('Zâmbia', '#ano')"
Zimbábue,zimbabuense,N,J,ense,suffix,"('Zimbábue', '#ense')"
zoologia,zoológico,N,J,ico,suffix,"('zoo#', '-logo', '#ia', '#ico')"
utopia,utópico,N,J,ico,suffix,"('utopia', '#ico')"
útil,utilizar,J,V,izar,suffix,"('útil', '#izar')"
urgente,urgentemente,J,R,mente,suffix,"('urgente', '#mente')"
Ucrânia,ucraniano,N,N,ano,suffix,"('Ucrânia', '#ano')"
violeta,ultravioleta,J,J,ultra,prefix,"('ultra#', 'violeta')"
universal,universalmente,J,R,mente,suffix,"('universal', '#mente')"
litografia,cromo,N,N,cromo,prefix,"('cromo#', 'litografia')"
sol,solar,N,J,ar,suffix,"('sol', '#ar')"
cobrir,descobrir,V,V,des,prefix,"('des#', 'cobrir')"
sabor,saborear,N,V,ear,suffix,"('sabor', '#ear')"
Jamaica,jamaicano,N,J,ano,suffix,"('Jamaica', '#ano')"
junto,juntamente,J,R,mente,suffix,"('junto', '#mente')"
justo,justamente,J,R,mente,suffix,"('justo', '#mente')"
burla,burlar,N,V,ar,suffix,"('burla', '#ar')"
testículo,testicular,N,J,ar,suffix,"('testículo', '#ar')"
terapia,quimioterapia,N,N,quimio,prefix,"('quimio#', 'terapia')"
kit,quitar,N,V,ar,suffix,"('kit', '#ar')"
aliasing,anti-aliasing,N,N,anti,prefix,"('anti#', 'aliasing')"
polar,circumpolar,J,J,circun,prefix,"('circun#', 'polar')"
sexual,homossexual,J,J,homo,prefix,"('homo#', 'sexo', '#al')"
capão,capoeira,N,N,eira,suffix,"('capão', '#eira')"
legal,ilegal,J,J,in,prefix,"('in#', 'legal')"
Peru,peruano,N,J,ano,suffix,"('Peru', '#ano')"
dimensão,dimensional,N,J,al,suffix,"('dimensão', '#al')"
cérvice,cervical,N,J,al,suffix,"('cérvice', '#al')"
brasa,brasil,N,N,il,suffix,"('brasa', '#il')"
lateral,unilateral,J,J,uni,prefix,"('uni#', 'lateral')"
recurso,recursivo,N,J,ivo,suffix,"('recurso', '#ivo')"
unir,reunir,V,V,re,prefix,"('re#', 'unir')"
artéria,arterial,N,J,al,suffix,"('artéria', '#al')"
binóculos,binocular,N,V,ar,suffix,"('binóculos', '#ar')"
América,americano,N,J,ano,suffix,"('América', '#ano')"
registro,registrar,N,V,ar,suffix,"('registro', '#ar')"
papal,antipapal,J,J,anti,prefix,"('anti#', 'papal')"
neutrino,antineutrino,N,N,anti,prefix,"('anti#', 'neutrino')"
gay,antigay,J,J,anti,prefix,"('anti#', 'gay')"
Tânger,tangerina,N,N,ina,suffix,"('Tânger', '#ina')"
Filipe,filipino,N,J,ino,suffix,"('Filipe', '#ino')"
quark,antiquark,N,N,anti,prefix,"('anti#', 'quark')"
território,territorial,N,J,al,suffix,"('território', '#al')"
zodíaco,zodiacal,N,J,al,suffix,"('zodíaco', '#al')"
clerical,anticlerical,J,J,anti,prefix,"('anti#', 'clerical')"
lateral,bilateral,J,J,bi,prefix,"('bi#', 'lateral')"
vagar,devagar,R,R,de,prefix,"('de#', 'vagar')"
corar,coração,V,N,ção,suffix,"('corar', '#ção')"
viral,antiviral,J,J,anti,prefix,"('anti#', 'vírus', '#al')"
normal,paranormal,J,J,para,prefix,"('para#', 'normal')"
cauda,caudal,N,J,al,suffix,"('cauda', '#al')"
base,básico,N,J,ico,suffix,"('base', '#ico')"
revestir,revestimento,V,N,mento,suffix,"('revestir', '#mento')"
patriota,compatriota,N,N,com,prefix,"('com#', 'patriota')"
seguir,seguidor,V,N,dor,suffix,"('seguir', '#dor')"
manifestar,manifestante,V,N,ante,suffix,"('manifesto', '#ar', '#ante')"
vender,vendedor,V,N,dor,suffix,"('vender', '#dor')"
católico,catolicismo,J,N,ismo,suffix,"('católico', '#ismo')"
comunicar,comunicado,V,J,ado,suffix,"('comunicar', '#ado')"
trâmite,tramitar,N,V,ar,suffix,"('trâmite', '#ar')"
presença,presenciar,N,V,ar,suffix,"('presença', '#ar')"
captura,capturar,N,V,ar,suffix,"('captura', '#ar')"
relação,relacionar,N,V,ar,suffix,"('relação', '#ar')"
terror,terrorismo,N,N,ismo,suffix,"('terror', '#ismo')"
vista,entrevista,N,N,entre,prefix,"('entre#', 'vista')"
tocar,tocador,V,N,dor,suffix,"('tocar', '#dor')"
comer,comedor,N,N,dor,suffix,"('comer', '#dor')"
voto,votar,N,V,ar,suffix,"('voto', '#ar')"
atacar,atacante,V,J,ante,suffix,"('atacar', '#ante')"
candidato,candidatura,N,N,ura,suffix,"('candidato', '#ura')"
oficial,oficializar,J,V,izar,suffix,"('oficial', '#izar')"
absoluto,absolutismo,J,N,ismo,suffix,"('absoluto', '#ismo')"
central,centralismo,J,N,ismo,suffix,"('central', '#ismo')"
comandar,comandante,V,N,ante,suffix,"('comandar', '#ante')"
social,socialista,J,N,ista,suffix,"('social', '#ista')"
compensar,recompensa,V,N,re,prefix,"('re#', 'compensar')"
líder,liderar,N,V,ar,suffix,"('líder', '#ar')"
aparecer,desaparecer,V,V,des,prefix,"('des#', 'aparecer')"
negociar,negociador,V,J,dor,suffix,"('negociar', '#dor')"
programa,programar,N,V,ar,suffix,"('programa', '#ar')"
seguir,conseguir,V,V,con,prefix,"('con#', 'seguir')"
legal,legalizar,J,V,izar,suffix,"('legal', '#izar')"
estação,estacionar,N,V,ar,suffix,"('estação', '#ar')"
mercado,supermercado,N,N,super,prefix,"('super#', 'mercado')"
alto,altura,N,N,ura,suffix,"('alto', '#ura')"
documento,documental,N,J,al,suffix,"('documento', '#al')"
particular,particularmente,J,R,mente,suffix,"('partícula', '#ar', '#mente')"
deliberado,deliberadamente,V,R,mente,suffix,"('deliberado', '#mente')"
carro,carril,N,N,il,suffix,"('carro', '#il')"
analfabeto,analfabetismo,J,N,ismo,suffix,"('analfabeto', '#ismo')"
traduzir,tradução,V,N,ção,suffix,"('traduzir', '#ção')"
tirar,retirar,V,V,re,prefix,"('re#', 'tirar')"
imperial,imperialismo,J,N,ismo,suffix,"('imperial', '#ismo')"
tribuo,distribuir,V,V,dis,prefix,"('dis#', 'tribuo')"
benefício,beneficiar,N,V,ar,suffix,"('benefício', '#ar')"
chato,chatear,J,V,ear,suffix,"('chato', '#ear')"
vós,vosear,N,V,ear,suffix,"('vós', '#ear')"
bastar,bastante,V,R,ante,suffix,"('bastar', '#ante')"
berço,berçário,N,N,ário,suffix,"('berço', '#ário')"
cansar,descansar,V,V,des,prefix,"('des#', 'cansar')"
viajar,viajante,V,N,ante,suffix,"('viagem', '#ar', '#ante')"
pente,pentelho,N,N,elho,suffix,"('pente', '#elho')"
canção,cancioneiro,N,N,eiro,suffix,"('canção', '#eiro')"
feitor,feitoria,N,N,ia,suffix,"('feitor', '#ia')"
alquila,alquilar,N,V,ar,suffix,"('alquila', '#ar')"
alquilé,alquilar,N,V,ar,suffix,"('alquila', '#ar')"
Dinamarca,dinamarquês,N,N,ês,suffix,"('Dinamarca', '#ês')"
visor,supervisor,N,N,super,prefix,"('super#', 'visor')"
destro,destreza,N,N,eza,suffix,"('destro', '#eza')"
chapa,chapar,N,V,ar,suffix,"('chapa', '#ar')"
congelar,descongelar,V,V,des,prefix,"('des#', 'con#', 'gelo', '#ar')"
optar,cooptar,V,V,co,prefix,"('co#', 'optar')"
color,unicolor,J,J,uni,prefix,"('uni#', 'color')"
valor,valorar,N,V,ar,suffix,"('valor', '#ar')"
título,titular,N,J,ar,suffix,"('título', '#ar')"
gozo,gozar,J,V,ar,suffix,"('gozo', '#ar')"
cruz,cruzar,N,V,ar,suffix,"('cruz', '#ar')"
varão,varonil,J,J,il,suffix,"('vara', '#ão', '#il')"
nítido,nitidez,J,N,ez,suffix,"('nítido', '#ez')"
cano,caneca,N,N,eca,suffix,"('cano', '#eca')"
organizar,organizador,V,N,dor,suffix,"('organizar', '#dor')"
marinho,marinheiro,J,N,eiro,suffix,"('marinho', '#eiro')"
pedra,pedraria,N,N,aria,suffix,"('pedra', '#aria')"
picar,picante,V,J,ante,suffix,"('picar', '#ante')"
vascular,cardiovascular,J,J,cardio,prefix,"('cardio#', 'vascular')"
armar,armada,V,N,ada,suffix,"('armar', '#ada')"
intestino,intestinal,N,J,al,suffix,"('intestino', '#al')"
Paulo,paulista,N,J,ista,suffix,"('Paulo', '#ista')"
cruz,cruzado,N,N,ado,suffix,"('cruz', '#ado')"
cruz,cruzeiro,N,U,eiro,suffix,"('cruz', '#eiro')"
Brasil,Brasília,N,N,ia,suffix,"('Brasil', '#ia')"
trovão,trovoada,N,N,ada,suffix,"('trovão', '#ada')"
amor,amoroso,N,J,oso,suffix,"('amar', '#or', '#oso')"
normal,normalmente,J,R,mente,suffix,"('normal', '#mente')"
campeão,campeonato,N,N,ato,suffix,"('campeão', '#ato')"
idrato,carboidrato,N,N,carbo,prefix,"('carbo#', 'idrato')"
fósforo,fosfato,N,N,ato,suffix,"('fósforo', '#ato')"
dimensional,multidimensional,J,J,multi,prefix,"('multi#', 'dimensão', '#al')"
deísmo,pandeísmo,N,N,pan,prefix,"('pan#', 'deísmo')"
teísta,panteísta,N,J,pan,prefix,"('pan#', 'teísta')"
visual,audiovisual,J,J,audio,prefix,"('audio#', 'visual')"
poder,poderoso,N,J,oso,suffix,"('poder', '#oso')"
brinde,brindar,N,V,ar,suffix,"('brinde', '#ar')"
natal,neonatal,J,J,neo,prefix,"('neo#', 'natal')"
gigante,gigantesco,N,J,esco,suffix,"('gigante', '#esco')"
átrio,atrial,N,J,al,suffix,"('átrio', '#al')"
proteína,protease,N,N,ase,suffix,"('proteína', '#ase')"
brio,brioso,N,J,oso,suffix,"('brio', '#oso')"
telefonia,telefónico,N,J,ico,suffix,"('telefonia', '#ico')"
marketing,telemarketing,N,N,tele,prefix,"('tele#', 'marketing')"
torcer,torcido,V,J,ido,suffix,"('torcer', '#ido')"
esperar,esperança,V,N,ança,suffix,"('esperar', '#ança')"
porto,aeroporto,N,N,aero,prefix,"('aero#', 'porto')"
adrenal,adrenalina,J,N,ina,suffix,"('adrenal', '#ina')"
poluir,poluição,V,N,ção,suffix,"('poluir', '#ção')"
amora,morango,N,N,ango,suffix,"('amora', '#ango')"
Porto,portuense,N,J,ense,suffix,"('Porto', '#ense')"
cantar,encantar,V,V,en,prefix,"('en#', 'cantar')"
guardar,aguardar,V,V,a,prefix,"('a#', 'guardar')"
cuidar,descuidar,V,V,des,prefix,"('des#', 'cuidar')"
divórcio,divorciar,N,V,ar,suffix,"('divórcio', '#ar')"
entrevista,entrevistar,N,V,ar,suffix,"('entre#', 'vista', '#ar')"
mão,manejar,N,V,ejar,suffix,"('mão', '#ejar')"
menção,mencionar,N,V,ar,suffix,"('menção', '#ar')"
preciso,precisar,J,V,ar,suffix,"('preciso', '#ar')"
natural,naturalismo,J,N,ismo,suffix,"('natural', '#ismo')"
activar,desactivar,V,V,des,prefix,"('des#', 'activo', '#ar')"
montar,desmontar,V,V,des,prefix,"('des#', 'montar')"
regular,regularidade,J,N,idade,suffix,"('regular', '#idade')"
cometer,acometer,V,V,a,prefix,"('a#', 'cometer')"
gorja,gorjear,N,V,ear,suffix,"('gorja', '#ear')"
granja,granjear,N,V,ear,suffix,"('granja', '#ear')"
guerra,guerrear,N,V,ear,suffix,"('guerra', '#ear')"
guisa,guisar,N,V,ar,suffix,"('guisa', '#ar')"
nível,nivelar,N,V,ar,suffix,"('nível', '#ar')"
obséquio,obsequiar,N,V,ar,suffix,"('obséquio', '#ar')"
ocasião,ocasionar,N,V,ar,suffix,"('ocasião', '#ar')"
ornamento,ornamentar,N,V,ar,suffix,"('ornamento', '#ar')"
óxido,oxidar,N,V,ar,suffix,"('óxido', '#ar')"
parlamento,parlamentar,N,J,ar,suffix,"('parlamento', '#ar')"
paródia,parodiar,N,V,ar,suffix,"('paródia', '#ar')"
parcela,parcelar,N,V,ar,suffix,"('parcela', '#ar')"
lindar,deslindar,V,V,des,prefix,"('des#', 'lindar')"
pirata,piratear,N,V,ear,suffix,"('pirata', '#ear')"
torno,tornear,N,V,ear,suffix,"('torno', '#ear')"
teste,testar,V,V,ar,suffix,"('teste', '#ar')"
testo,testar,N,V,ar,suffix,"('teste', '#ar')"
interno,internar,J,V,ar,suffix,"('interno', '#ar')"
legítimo,legitimar,J,V,ar,suffix,"('legítimo', '#ar')"
venda,vendar,J,V,ar,suffix,"('venda', '#ar')"
anestesia,anestesiar,N,V,ar,suffix,"('anestesia', '#ar')"
asfalto,asfaltar,N,V,ar,suffix,"('asfalto', '#ar')"
asfixia,asfixiar,V,V,ar,suffix,"('asfixia', '#ar')"
tribular,atribular,V,V,a,prefix,"('a#', 'tribular')"
bomba,bombear,N,V,ear,suffix,"('bomba', '#ear')"
box,boxear,N,V,ear,suffix,"('box', '#ear')"
armazenar,armazenagem,V,N,agem,suffix,"('armazém', '#ar', '#agem')"
cabriola,cabriolar,N,V,ar,suffix,"('cabriola', '#ar')"
calibre,calibrar,N,V,ar,suffix,"('calibre', '#ar')"
capacidade,capacitar,N,V,ar,suffix,"('capacidade', '#ar')"
censura,censurar,N,V,ar,suffix,"('censura', '#ar')"
existir,coexistir,V,V,co,prefix,"('co#', 'existir')"
condição,condicionar,N,V,ar,suffix,"('condição', '#ar')"
confim,confinar,N,V,ar,suffix,"('confim', '#ar')"
contágio,contagiar,N,V,ar,suffix,"('contágio', '#ar')"
contrabando,contrabandear,N,V,ear,suffix,"('contrabando', '#ear')"
cópia,copiar,N,V,ar,suffix,"('cópia', '#ar')"
costa,costear,N,V,ear,suffix,"('costa', '#ear')"
custódia,custodiar,N,V,ar,suffix,"('custódia', '#ar')"
origem,originar,N,V,ar,suffix,"('origem', '#ar')"
orquestra,orquestrar,N,V,ar,suffix,"('orquestra', '#ar')"
perfil,perfilar,N,V,ar,suffix,"('perfil', '#ar')"
dominar,predominar,V,V,pre,prefix,"('pre#', 'dominar')"
ténis,tenista,N,N,ista,suffix,"('ténis', '#ista')"
débito,debitar,N,V,ar,suffix,"('débito', '#ar')"
abrochar,desabrochar,V,V,des,prefix,"('des#', 'abrochar')"
acelerar,desacelerar,V,V,des,prefix,"('des#', 'acelerar')"
alojar,desalojar,V,V,des,prefix,"('des#', 'alojar')"
amparar,desamparar,V,V,des,prefix,"('des#', 'amparo', '#ar')"
animar,desanimar,V,V,des,prefix,"('des#', 'animar')"
armar,desarmar,V,V,des,prefix,"('des#', 'armar')"
atar,desatar,V,V,des,prefix,"('des#', 'atar')"
bloquear,desbloquear,V,V,des,prefix,"('des#', 'bloquear')"
encantar,desencantar,V,V,des,prefix,"('des#', 'en#', 'cantar')"
esperar,desesperar,V,V,des,prefix,"('des#', 'esperar')"
gastar,desgastar,V,V,des,prefix,"('des#', 'gastar')"
integrar,desintegrar,V,V,des,prefix,"('des#', 'integrar')"
prender,desprender,V,V,des,prefix,"('des#', 'prender')"
regular,desregular,V,V,des,prefix,"('des#', 'regular')"
unir,desunir,V,V,des,prefix,"('des#', 'unir')"
vincular,desvincular,V,V,des,prefix,"('des#', 'vincular')"
distância,distanciar,N,V,ar,suffix,"('distância', '#ar')"
documento,documentar,N,V,ar,suffix,"('documento', '#ar')"
cerrar,encerrar,V,V,en,prefix,"('en#', 'cerrar')"
tornar,entornar,V,V,en,prefix,"('en#', 'tornar')"
entusiasmo,entusiasmar,N,V,ar,suffix,"('entusiasmo', '#ar')"
partir,repartir,V,V,re,prefix,"('re#', 'partir')"
esgrima,esgrimir,N,V,ir,suffix,"('esgrima', '#ir')"
esmalte,esmaltar,N,V,ar,suffix,"('esmalte', '#ar')"
condicionar,condicionado,V,J,ado,suffix,"('condição', '#ar', '#ado')"
etiqueta,etiquetar,N,V,ar,suffix,"('etiqueta', '#ar')"
evidência,evidenciar,N,V,ar,suffix,"('evidência', '#ar')"
crispar,crispado,V,J,ado,suffix,"('crispar', '#ado')"
desalojar,desalojado,V,J,ado,suffix,"('des#', 'alojar', '#ado')"
orientado,desorientado,J,J,des,prefix,"('des#', 'orientado')"
dividir,dividido,V,J,ido,suffix,"('dividir', '#ido')"
graça,gracejar,N,V,ejar,suffix,"('graça', '#ejar')"
graça,gracejo,N,N,ejo,suffix,"('graça', '#ejo')"
falso,falsear,N,V,ear,suffix,"('falso', '#ear')"
fértil,fertilizar,J,V,izar,suffix,"('fértil', '#izar')"
festa,festejar,N,V,ejar,suffix,"('festa', '#ejar')"
filme,filmar,N,V,ar,suffix,"('filme', '#ar')"
filtro,filtrar,N,V,ar,suffix,"('filtro', '#ar')"
frase,frasear,N,V,ear,suffix,"('frase', '#ear')"
golo,golear,N,V,ear,suffix,"('golo', '#ear')"
igual,igualar,J,V,ar,suffix,"('igual', '#ar')"
incêndio,incendiar,N,V,ar,suffix,"('incêndio', '#ar')"
lacre,lacrar,N,V,ar,suffix,"('lacre', '#ar')"
líquido,liquidar,J,V,ar,suffix,"('líquido', '#ar')"
matrícula,matricular,N,V,ar,suffix,"('matrícula', '#ar')"
modelo,modelar,N,V,ar,suffix,"('modelo', '#ar')"
motivo,motivar,N,V,ar,suffix,"('motivo', '#ar')"
prêmio,premiar,N,V,ar,suffix,"('prêmio', '#ar')"
vela,velejar,N,V,ejar,suffix,"('vela', '#ejar')"
vapor,vaporizar,N,V,izar,suffix,"('vapor', '#izar')"
rastro,rastrear,N,V,ear,suffix,"('rastro', '#ear')"
rato,ratear,N,V,ear,suffix,"('rato', '#ear')"
afirmar,reafirmar,V,V,re,prefix,"('re#', 'afirmar')"
ajustar,reajustar,V,V,re,prefix,"('re#', 'a#', 'justo')"
avivar,reavivar,V,V,re,prefix,"('re#', 'avivar')"
bobinar,rebobinar,V,V,re,prefix,"('re#', 'bobina', '#ar')"
considerar,reconsiderar,V,V,re,prefix,"('re#', 'considerar')"
definir,redefinir,V,V,re,prefix,"('re#', 'definir')"
embolsar,reembolsar,V,V,re,prefix,"('re#', 'embolsar')"
formular,reformular,V,V,re,prefix,"('re#', 'formular')"
refúgio,refugiar,N,V,ar,suffix,"('refúgio', '#ar')"
instalar,reinstalar,V,V,re,prefix,"('re#', 'instalar')"
relato,relatar,N,V,ar,suffix,"('relato', '#ar')"
matar,rematar,V,V,re,prefix,"('re#', 'matar')"
remédio,remediar,N,V,ar,suffix,"('remédio', '#ar')"
montar,remontar,V,V,re,prefix,"('re#', 'montar')"
urbano,urbanizar,J,V,izar,suffix,"('urbano', '#izar')"
seta,seteira,N,N,eira,suffix,"('seta', '#eira')"
retrato,retratar,N,V,ar,suffix,"('retrato', '#ar')"
ceder,retroceder,V,V,retro,prefix,"('retro#', 'ceder')"
visar,revisar,V,V,re,prefix,"('re#', 'visar')"
serpente,serpentear,N,V,ar,suffix,"('serpente', '#ar')"
silêncio,silenciar,N,V,ar,suffix,"('silêncio', '#ar')"
sonda,sondar,N,V,ar,suffix,"('sonda', '#ar')"
pesar,sopesar,V,V,so,prefix,"('so#', 'pesar')"
torpedo,torpedear,N,V,ear,suffix,"('torpedo', '#ear')"
tortura,torturar,N,V,ar,suffix,"('tortura', '#ar')"
trânsito,transitar,N,V,ar,suffix,"('trânsito', '#ar')"
cachola,cachalote,N,N,ote,suffix,"('cacho', '#ola', '#ote')"
antípoda,antipodal,N,J,al,suffix,"('antípoda', '#al')"
dente,dentista,V,N,ista,suffix,"('dente', '#ista')"
publicitar,publicitado,V,J,ado,suffix,"('publicitar', '#ado')"
abacate,abacateiro,N,N,eiro,suffix,"('abacate', '#eiro')"
amora,amoreira,N,N,eira,suffix,"('amora', '#eira')"
refugiar,refugiado,V,J,ado,suffix,"('refúgio', '#ar', '#ado')"
manga,mangueira,N,N,eira,suffix,"('manga', '#eira')"
quiabo,quiabeiro,N,N,eiro,suffix,"('quiabo', '#eiro')"
tomate,tomateiro,N,N,eiro,suffix,"('tomate', '#eiro')"
banana,bananeira,N,N,eira,suffix,"('banana', '#eira')"
melancia,melancieira,N,N,eira,suffix,"('melancia', '#eira')"
pepino,pepineiro,N,N,eiro,suffix,"('pepino', '#eiro')"
retardo,retardado,N,J,ado,suffix,"('retardo', '#ado')"
rodear,rodeado,V,J,ado,suffix,"('rodear', '#ado')"
separar,separado,V,J,ado,suffix,"('separar', '#ado')"
nome,sobrenome,N,N,sobre,prefix,"('sobre#', 'nome')"
abóbora,aboboreira,N,N,eira,suffix,"('abóbora', '#eira')"
terror,terrorista,N,N,ista,suffix,"('terror', '#ista')"
tentar,atentar,V,V,a,prefix,"('a#', 'tentar')"
zoologia,zoologista,N,N,ista,suffix,"('zoo#', '-logo', '#ia', '#ista')"
fragmentar,desfragmentar,V,V,des,prefix,"('des#', 'fragmentar')"
boxear,boxeador,V,N,dor,suffix,"('box', '#ear', '#dor')"
motor,motorista,N,N,ista,suffix,"('motor', '#ista')"
azul,azulado,J,J,ado,suffix,"('azul', '#ado')"
azul,azular,J,V,ar,suffix,"('azul', '#ar')"
secante,cossecante,N,N,co,prefix,"('co#', 'secante')"
seno,cosseno,N,N,co,prefix,"('co#', 'seno')"
tangente,cotangente,N,N,co,prefix,"('co#', 'tangente')"
oceano,oceânico,J,J,ico,suffix,"('oceano', '#ico')"
ontologia,paleontologia,N,N,paleo,prefix,"('paleo#', 'ontologia')"
paleontologia,paleontologista,N,N,ista,suffix,"('paleo#', 'ontologia', '#ista')"
oceano,oceanologia,N,N,logia,suffix,"('oceano', '#logia')"
catalisar,catalisador,V,J,dor,suffix,"('catálise', '#ar', '#dor')"
saudar,saudação,V,N,ção,suffix,"('saudar', '#ção')"
caqui,caquizeiro,N,N,eiro,suffix,"('caqui', '#eiro')"
maçã,macieira,N,N,eira,suffix,"('maçã', '#eira')"
pinho,pinheiro,N,N,eiro,suffix,"('pinho', '#eiro')"
seringa,seringueira,N,N,eira,suffix,"('seringa', '#eira')"
cereja,cerejeira,N,N,eira,suffix,"('cereja', '#eira')"
ecologia,ecológico,N,J,ico,suffix,"('ecologia', '#ico')"
tudo,sobretudo,N,R,sobre,prefix,"('sobre#', 'tudo')"
pensar,pensativo,V,J,ivo,suffix,"('pensar', '#ivo')"
nuclear,antinuclear,J,J,anti,prefix,"('anti#', 'nuclear')"
intestinal,gastrointestinal,J,J,gastro,prefix,"('gastro#', 'intestino', '#al')"
camisa,camiseta,N,N,eta,suffix,"('camisa', '#eta')"
Cuba,cubano,N,J,ano,suffix,"('Cuba', '#ano')"
Sicília,siciliano,N,J,ano,suffix,"('Sicília', '#ano')"
ordenar,reordenar,V,V,re,prefix,"('re#', 'ordem', '#ar')"
gerência,gerencial,N,J,al,suffix,"('gerente', '#ia', '#al')"
Dante,dantesco,N,J,esco,suffix,"('Dante', '#esco')"
orçar,orçamento,V,N,mento,suffix,"('orçar', '#mento')"
ansioso,ansiosamente,J,R,mente,suffix,"('ansioso', '#mente')"
Andorra,andorrano,N,J,ano,suffix,"('Andorra', '#ano')"
vaginal,vaginalmente,J,R,mente,suffix,"('vagina', '#al', '#mente')"
verde,verdura,J,N,ura,suffix,"('verde', '#ura')"
mistério,misterioso,N,J,oso,suffix,"('mistério', '#oso')"
matemático,matematicamente,J,R,mente,suffix,"('matemática', '#o', '#mente')"
arte,artista,N,N,ista,suffix,"('arte', '#ista')"
político,politicamente,N,R,mente,suffix,"('político', '#mente')"
sociológico,sociologicamente,J,R,mente,suffix,"('sociólogo', '#ia', '#ico', '#mente')"
