source_word,target_word,source_pos,target_pos,morpheme,type,segments
vallat,Yhdysvallat,N,N,yhdys,prefix,"('yhdys#', 'vallat')"
kutoa,kudos,V,N,os,suffix,"('kutoa', '#os')"
perho,perhonen,N,N,nen,suffix,"('perho', '#nen')"
polkea,poljin,V,N,in,suffix,"('polkea', '#in')"
emä,emo,N,N,o,suffix,"('emä', '#o')"
hakata,hake,V,N,e,suffix,"('hakata', '#e')"
hioa,hie,V,N,e,suffix,"('hioa', '#e')"
rippu,ripe,N,N,e,suffix,"('rippu', '#e')"
sana,sane,N,N,e,suffix,"('sana', '#e')"
pelko,peloton,N,J,ton,suffix,"('pelätä', '#o', '#ton')"
tutkia,tutkija,N,N,ja,suffix,"('tutkia', '#ja')"
nova,supernova,N,N,super,prefix,"('super#', 'nova')"
sataa,sade,V,N,e,suffix,"('sataa', '#e')"
suomi,suomentaa,N,V,ntaa,suffix,"('suomi', '#ntaa')"
tavata,tavu,V,N,u,suffix,"('tapa', '#ta', '#u')"
kivi,kives,N,N,s,suffix,"('kivi', '#s')"
kuukkeli,kuukkeloida,N,V,oida,suffix,"('kuukkeli', '#oida')"
Google,googlata,N,V,ata,suffix,"('Google', '#ata')"
ristiinnaulita,ristiinnaulitseminen,V,N,minen,suffix,"('ristiinnaulita', '#minen')"
pitää,pito,V,N,o,suffix,"('pitää', '#o')"
visio,televisio,N,N,tele,prefix,"('tele#', 'visio')"
serkku,pikkuserkku,N,N,pikku,prefix,"('pikku#', 'serkku')"
estää,este,V,N,e,suffix,"('estää', '#e')"
suunnistaa,suunnistus,V,N,us,suffix,"('suunta', '#istaa', '#us')"
maalata,maalaus,V,N,us,suffix,"('maali', '#ata', '#us')"
tauota,tauko,V,N,o,suffix,maximum recursion depth exceeded
puu,puukko,N,N,kko,suffix,"('puu', '#kko')"
yhdeksän,yhdeksäs,J,J,s,suffix,"('yhdeksän', '#s')"
kuusi,kuudes,N,J,s,suffix,"('kuusi', '#s')"
seitsemän,seitsemäs,J,J,s,suffix,"('seitsemän', '#s')"
kahdeksan,kahdeksas,J,J,s,suffix,"('kahdeksan', '#s')"
neljä,neljäs,U,J,s,suffix,"('neljä', '#s')"
hinata,hinaus,V,N,us,suffix,"('hinata', '#us')"
sortaa,sorto,V,N,o,suffix,"('sortaa', '#o')"
estää,esto,V,N,o,suffix,"('estää', '#o')"
aura,aurata,N,V,ta,suffix,"('aura', '#ta')"
Etiopia,etiopialainen,N,J,lainen,suffix,"('Etiopia', '#lainen')"
rikkoa,rike,N,N,e,suffix,"('rikka', '#oa', '#e')"
vuotaa,vuoto,N,N,o,suffix,"('vuo', '#taa', '#o')"
tuho,tuhota,N,V,ta,suffix,"('tuho', '#ta')"
alkaa,aloittaa,V,V,oittaa,suffix,"('alkaa', '#oittaa')"
aloitella,aloittelija,V,N,ja,suffix,"('alkaa', '#oittaa', '#ella', '#ja')"
palaa,palo,N,N,o,suffix,"('palaa', '#o')"
pois,poistaa,N,V,taa,suffix,"('pois', '#taa')"
rikkoa,rikos,N,N,os,suffix,"('rikka', '#oa', '#os')"
kaupunki,pääkaupunki,N,N,pää,prefix,"('pää#', 'kaupunki')"
hiljainen,hiljaisuus,J,N,uus,suffix,"('hilja', '#inen', '#uus')"
raiska,raiskata,N,V,ta,suffix,"('raiska', '#ta')"
kirjallinen,kirjallisuus,J,N,uus,suffix,"('kirja', '#llinen', '#uus')"
muuttaa,muuttua,V,V,ua,suffix,"('muu', '#ttaa', '#ua')"
todellinen,todellisuus,J,N,uus,suffix,"('tosi', '#llinen', '#uus')"
täysi,täydellinen,J,J,llinen,suffix,"('täysi', '#llinen')"
paistaa,paisti,V,N,i,suffix,"('paistaa', '#i')"
kuningas,kuningatar,N,N,tar,suffix,"('kuningas', '#tar')"
aamu,aamiainen,N,N,iainen,suffix,"('aamu', '#iainen')"
tavata,tapahtua,V,V,htua,suffix,"('tapa', '#ta', '#htua')"
yö,öinen,N,J,inen,suffix,"('yö', '#inen')"
kääntää,kääntäminen,V,N,minen,suffix,"('kääntää', '#minen')"
ruotsi,ruotsintaa,N,V,ntaa,suffix,"('ruotsi', '#ntaa')"
aakkonen,aakkosellinen,N,J,llinen,suffix,"('aakkonen', '#llinen')"
aakkonen,aakkostaa,N,V,taa,suffix,"('aakkonen', '#taa')"
aika,aikainen,N,J,inen,suffix,"('aika', '#inen')"
nauraa,nauru,V,N,u,suffix,"('nauraa', '#u')"
perä,peru,N,N,u,suffix,"('perä', '#u')"
manata,manaus,V,N,us,suffix,"('mana', '#ata', '#us')"
antaa,anne,V,N,e,suffix,"('antaa', '#e')"
porista,pore,V,N,e,suffix,"('porista', '#e')"
ahtaa,ahto,V,N,o,suffix,"('ahtaa', '#o')"
taka,taas,N,R,s,suffix,"('taka', '#s')"
taitaa,taide,V,N,e,suffix,"('taitaa', '#e')"
taikoa,taikuri,V,N,uri,suffix,"('taika', '#oa', '#uri')"
taitaa,taito,V,N,o,suffix,"('taitaa', '#o')"
ohi,ohi,N,R,i,suffix,maximum recursion depth exceeded
vino,vinous,J,N,us,suffix,"('vino', '#us')"
imeä,imu,V,N,u,suffix,"('imeä', '#u')"
heprea,heprealainen,N,J,lainen,suffix,"('heprea', '#lainen')"
painaa,paine,V,N,e,suffix,"('painaa', '#e')"
Itävalta,itävaltalainen,N,J,lainen,suffix,"('Itävalta', '#lainen')"
kuusi,kuusitoista,N,N,toista,suffix,"('kuusi', '#toista')"
seitsemän,seitsemäntoista,J,N,toista,suffix,"('seitsemän', '#toista')"
kahdeksan,kahdeksantoista,J,N,toista,suffix,"('kahdeksan', '#toista')"
yhdeksän,yhdeksäntoista,J,N,toista,suffix,"('yhdeksän', '#toista')"
ikä,iki,N,R,i,suffix,"('ikä', '#i')"
talvi,takatalvi,N,N,taka,prefix,"('taka#', 'talvi')"
puhella,puhelin,V,N,in,suffix,"('puhua', '#ella', '#in')"
tietokone,tietsikka,N,N,kka,suffix,"('tietokone', '#kka')"
kuolla,kuolema,V,N,ma,suffix,"('kuolla', '#ma')"
kuolema,kuolematon,N,J,ton,suffix,"('kuolla', '#ma', '#ton')"
kuolla,kuolematon,V,U,maton,suffix,"('kuolla', '#ma', '#ton')"
kuolla,kuolevainen,V,J,inen,suffix,"('kuolla', '#inen')"
haukata,haukka,V,N,kka,suffix,"('haukata', '#kka')"
avara,avaruus,J,N,uus,suffix,"('avara', '#uus')"
sueta,suku,V,N,u,suffix,"('sueta', '#u')"
isä,esi-isä,N,N,esi,prefix,"('esi#', 'isä')"
katsoa,katse,V,N,e,suffix,"('katsoa', '#e')"
muovata,muovi,V,N,i,suffix,"('muovata', '#i')"
murha,murhata,N,V,ata,suffix,"('murha', '#ata')"
murhata,murhaaja,V,N,ja,suffix,"('murha', '#ata', '#ja')"
äiti,esiäiti,N,N,esi,prefix,"('esi#', 'äiti')"
esi-,esine,U,N,ine,suffix,"('esi-', '#ine')"
ukko,ukki,N,N,i,suffix,"('ukko', '#i')"
uskoa,usko,N,N,o,suffix,maximum recursion depth exceeded
ottaa,ote,V,N,e,suffix,"('ottaa', '#e')"
ottaa,otus,V,N,us,suffix,"('ottaa', '#us')"
pukea,puku,V,N,u,suffix,"('pukea', '#u')"
juoda,juoma,V,N,ma,suffix,"('juoda', '#ma')"
taata,tae,N,N,e,suffix,"('taka', '#ata', '#e')"
takoa,tae,V,N,e,suffix,"('taka', '#ata', '#e')"
tietää,tieto,V,N,o,suffix,"('tietää', '#o')"
tietää,tiede,V,N,e,suffix,"('tietää', '#e')"
kolme,kolmio,U,N,io,suffix,"('kolme', '#io')"
kaksi,kaksio,J,N,io,suffix,"('kaksi', '#io')"
-kulmio,nelikulmio,N,N,neli,prefix,"('neli#', 'kulma', '#io')"
kuutio,kuutioida,N,V,oida,suffix,"('kuusi', '#io', '#oida')"
kuusi,kuutio,N,N,io,suffix,"('kuusi', '#io')"
sormi,sormus,N,N,us,suffix,"('sormi', '#us')"
ala,alus,N,N,us,suffix,"('ala', '#us')"
elää,elo,V,N,o,suffix,"('elää', '#o')"
aikoa,aie,V,N,e,suffix,"('aika', '#oa', '#e')"
luuranko,luurankomainen,N,J,mainen,suffix,"('luuranko', '#mainen')"
kallo,kallollinen,N,N,llinen,suffix,"('kallo', '#llinen')"
viita,viidakko,N,N,kko,suffix,"('viita', '#kko')"
pelätä,pelko,V,N,o,suffix,"('pelätä', '#o')"
Brasilia,brasilialainen,N,J,lainen,suffix,"('Brasilia', '#lainen')"
elää,elin,V,N,in,suffix,"('elää', '#in')"
luoda,luonto,V,N,nto,suffix,"('luoda', '#nto')"
luo,luottaa,U,V,ttaa,suffix,"('luo', '#ttaa')"
joule,gigajoule,N,N,giga,prefix,"('giga#', 'joule')"
lepattaa,lepakko,V,N,kko,suffix,"('lepattaa', '#kko')"
koi,koillinen,N,N,llinen,suffix,"('koi', '#llinen')"
pohja,pohjoinen,N,N,inen,suffix,"('pohja', '#inen')"
Venäjä,Valko-Venäjä,N,N,valko,prefix,"('valko#', 'Venäjä')"
Amerikka,Pohjois-Amerikka,N,N,pohjois,prefix,"('pohjois#', 'Amerikka')"
sammas,sammakko,N,N,kko,suffix,"('sammas', '#kko')"
kuvottaa,kuvottava,V,J,va,suffix,"('kuvottaa', '#va')"
osoittaa,osoittautua,V,V,utua,suffix,"('osa', '#oittaa', '#utua')"
paisua,paise,V,N,e,suffix,"('paisua', '#e')"
Vietnam,vietnamilainen,N,J,lainen,suffix,"('Vietnam', '#lainen')"
aalto,aallokko,N,N,kko,suffix,"('aalto', '#kko')"
aallota,aaltoilla,V,V,illa,suffix,"('aalto', '#ta', '#illa')"
välitön,välittömästi,J,R,sti,suffix,"('välitön', '#sti')"
lapsi,lapsellinen,N,J,llinen,suffix,"('lapsi', '#llinen')"
moni,monikko,N,N,kko,suffix,"('moni', '#kko')"
kuvittaa,kuvitella,V,V,ella,suffix,"('kuva', '#ttaa', '#ella')"
hieno,hienoinen,J,J,inen,suffix,"('hieno', '#inen')"
saksia,saksija,V,N,ja,suffix,"('sakset', '#ia', '#ja')"
suu,suuttua,N,V,ttua,suffix,"('suu', '#ttua')"
suunta,suunnaton,N,J,ton,suffix,"('suunta', '#ton')"
paeta,pako,V,N,o,suffix,"('paeta', '#o')"
alkuperä,alkuperäinen,N,J,inen,suffix,"('alkuperä', '#inen')"
arvo,arvio,N,N,io,suffix,"('arvo', '#io')"
kattaa,kate,V,N,e,suffix,"('kattaa', '#e')"
kasvaa,kasvain,V,N,in,suffix,"('kasvaa', '#in')"
uskoa,uskonto,N,N,nto,suffix,maximum recursion depth exceeded
olla,oleellinen,V,J,llinen,suffix,"('olla', '#llinen')"
kokea,koje,V,N,e,suffix,"('kokea', '#e')"
palkita,palkinto,V,N,nto,suffix,"('palkka', '#ita', '#nto')"
vetää,veturi,V,N,uri,suffix,"('vetää', '#uri')"
sammua,sammuttaa,V,V,ttaa,suffix,"('sammua', '#ttaa')"
halata,hali,V,N,i,suffix,"('halata', '#i')"
mehu,mehukas,N,J,kas,suffix,"('mehi', '#u', '#kas')"
panna,pano,N,N,o,suffix,"('panna', '#o')"
rauhallinen,rauhallisesti,J,R,sti,suffix,"('rauha', '#llinen', '#sti')"
kansallinen,kansallisuus,J,N,uus,suffix,"('kansa', '#llinen', '#uus')"
tapa,tavata,N,V,ta,suffix,"('tapa', '#ta')"
murha,itsemurha,N,N,itse,prefix,"('itse#', 'murha')"
rauha,rauhallinen,N,J,llinen,suffix,"('rauha', '#llinen')"
sopa,sopia,N,V,ia,suffix,"('sopa', '#ia')"
toinen,toistaa,J,V,taa,suffix,"('tuo', '#inen', '#taa')"
uida,uinti,V,N,nti,suffix,"('uida', '#nti')"
maa,ulkomaa,N,N,ulko,prefix,"('ulko#', 'maa')"
ajaa,ajaja,V,N,ja,suffix,"('ajaa', '#ja')"
tekoinen,keinotekoinen,J,J,keino,prefix,"('keino#', 'tehdä', '#o', '#inen')"
muna,munuainen,N,N,uainen,suffix,"('muna', '#uainen')"
ministeri,ulkoministeri,N,N,ulko,prefix,"('ulko#', 'ministeri')"
suvaitsematon,suvaitsemattomuus,J,N,uus,suffix,"('suvaita', '#maton', '#uus')"
biseksuaalinen,biseksuaalisuus,J,N,uus,suffix,"('biseksuaalinen', '#uus')"
kohdella,kohtelias,V,J,ias,suffix,"('kohta', '#ta', '#ella', '#ias')"
kaupungistua,kaupungistuminen,V,N,minen,suffix,"('kaupunki', '#istaa', '#ua', '#minen')"
viha,vihata,N,V,ta,suffix,"('viha', '#ta')"
ajattaa,ajatus,V,N,us,suffix,"('ajaa', '#ttaa', '#us')"
tarve,tarvita,N,V,ita,suffix,"('tarve', '#ita')"
tehdä,teos,V,N,os,suffix,"('tehdä', '#os')"
terä,teräs,N,N,s,suffix,"('terä', '#s')"
voida,voittaa,V,V,ttaa,suffix,"('voida', '#ttaa')"
laina,lainata,N,V,ata,suffix,"('laina', '#ata')"
vaka,vakava,J,J,va,suffix,"('vaka', '#va')"
suunnitella,suunnitelma,V,N,ma,suffix,"('suunnitella', '#ma')"
usko,uskomus,N,N,mus,suffix,maximum recursion depth exceeded
Aasia,aasialainen,N,J,lainen,suffix,"('Aasia', '#lainen')"
laulaa,laulaja,V,N,ja,suffix,"('laulaa', '#ja')"
usko,uskollinen,N,J,llinen,suffix,maximum recursion depth exceeded
uskoa,uskomaton,N,J,maton,suffix,maximum recursion depth exceeded
asua,asumaton,V,J,maton,suffix,"('asua', '#maton')"
imuri,imuroida,N,V,oida,suffix,"('imeä', '#uri', '#oida')"
mahdollinen,mahdollisuus,J,N,uus,suffix,"('mahtaa', '#o', '#llinen', '#uus')"
mahto,mahdoton,N,J,ton,suffix,"('mahtaa', '#o', '#ton')"
korva,korvata,N,V,ta,suffix,"('korva', '#ta')"
kuolematon,kuolemattomuus,J,N,uus,suffix,"('kuolla', '#ma', '#ton', '#uus')"
lähteä,lähde,V,N,e,suffix,"('lähteä', '#e')"
onni,onnekas,N,J,kas,suffix,"('onni', '#kas')"
sota,soturi,N,N,uri,suffix,"('sota', '#uri')"
sulaa,sulautua,J,V,utua,suffix,"('sulaa', '#utua')"
kastaa,kaste,V,N,e,suffix,"('kasi', '#taa', '#e')"
lestä,lese,V,N,e,suffix,"('lestä', '#e')"
tulehtua,tulehdus,V,N,us,suffix,"('tuli', '#htua', '#us')"
vittuilla,vittuilija,V,N,ja,suffix,"('vittu', '#illa', '#ja')"
asua,asunto,N,N,nto,suffix,"('asua', '#nto')"
kokea,koe,N,N,e,suffix,"('kokea', '#e')"
sisar,sisarus,N,N,us,suffix,"('sisar', '#us')"
haljeta,halkeama,V,N,ma,suffix,"('haljeta', '#ma')"
vittu,vittuilla,N,V,illa,suffix,"('vittu', '#illa')"
siittää,siitin,V,N,in,suffix,"('siittää', '#in')"
prostituoida,prostituoitu,V,N,tu,suffix,"('prostituoida', '#tu')"
parittaa,parittaja,V,N,ja,suffix,"('pari', '#ttaa', '#ja')"
vittu,vittumainen,N,J,mainen,suffix,"('vittu', '#mainen')"
vituttaa,vitutus,V,N,us,suffix,"('vittu', '#ttaa', '#us')"
vittuilla,vittuilu,V,N,u,suffix,"('vittu', '#illa', '#u')"
runkata,runkku,V,N,u,suffix,"('runkata', '#u')"
huora,huoruus,N,N,uus,suffix,"('huora', '#uus')"
loistaa,loistava,V,J,va,suffix,"('loistaa', '#va')"
oma,omata,J,V,ata,suffix,"('oma', '#ata')"
huora,huorata,N,V,ta,suffix,"('huora', '#ta')"
keskikoko,keskikokoinen,N,J,inen,suffix,"('keski#', 'koko', '#inen')"
eine,eines,N,N,s,suffix,"('eine', '#s')"
puoli,takapuoli,N,N,taka,prefix,"('taka#', 'puoli')"
panna,panos,N,N,os,suffix,"('panna', '#os')"
panna,panettaa,N,V,ttaa,suffix,"('panna', '#ttaa')"
puukko,puukottaa,N,V,ttaa,suffix,"('puu', '#kko', '#ttaa')"
Englanti,englantilainen,N,J,lainen,suffix,"('Englanti', '#lainen')"
panos,panostaa,N,V,taa,suffix,"('panna', '#os', '#taa')"
panna,paneskella,V,V,skella,suffix,"('panna', '#skella')"
keri,kerma,N,N,ma,suffix,"('keri', '#ma')"
kerta,kerros,N,N,os,suffix,"('kerta', '#os')"
valaista,valaisin,V,N,in,suffix,"('valo', '#aista', '#in')"
homo,homotella,N,V,tella,suffix,"('homo', '#tella')"
huora,huoritella,N,V,tella,suffix,"('huora', '#tella')"
lyönti,välilyönti,N,N,väli,prefix,"('väli#', 'lyödä', '#nti')"
jakaa,jako,V,N,o,suffix,"('jakaa', '#o')"
futata,futari,V,N,ri,suffix,"('futata', '#ri')"
nitoa,nide,V,N,e,suffix,"('nitoa', '#e')"
vata,vadelma,N,N,lma,suffix,"('vata', '#lma')"
puola,puolukka,N,N,kka,suffix,"('puola', '#kka')"
sulaa,sulattaa,J,V,ttaa,suffix,"('sulaa', '#ttaa')"
suu,suulas,N,J,las,suffix,"('suu', '#las')"
sanka,sanko,N,N,o,suffix,"('sanka', '#o')"
ruhtinas,ruhtinatar,N,N,tar,suffix,"('ruhtinas', '#tar')"
kuningas,kuninkaallinen,N,J,llinen,suffix,"('kuningas', '#llinen')"
uhrata,uhrautua,V,V,utua,suffix,"('uhri', '#ata', '#utua')"
uni,uninen,N,J,inen,suffix,"('uni', '#inen')"
joka,jokainen,V,U,inen,suffix,"('joka', '#inen')"
hiota,hikoilla,V,V,illa,suffix,"('hiota', '#illa')"
liftata,liftari,V,N,ri,suffix,"('liftata', '#ri')"
Ruotsi,ruotsalainen,N,N,lainen,suffix,"('Ruotsi', '#lainen')"
valta,valloittaa,N,V,oittaa,suffix,"('valta', '#oittaa')"
valloittaa,valloittaja,V,N,ja,suffix,"('valta', '#oittaa', '#ja')"
valta,valtava,N,J,va,suffix,"('valta', '#va')"
saari,saaristo,N,N,sto,suffix,"('saari', '#sto')"
saalistaa,saalistaja,V,N,ja,suffix,"('saalis', '#taa', '#ja')"
mennä,meno,V,N,o,suffix,"('mennä', '#o')"
vieri,vieras,N,J,as,suffix,"('vieri', '#as')"
vanki,vankila,N,N,la,suffix,"('vanki', '#la')"
uusi,uudistaa,J,V,istaa,suffix,"('uusi', '#istaa')"
uida,uittaa,V,V,ttaa,suffix,"('uida', '#ttaa')"
tieto,tiedostaa,N,V,staa,suffix,"('tietää', '#o', '#staa')"
kunta,kunto,N,N,o,suffix,"('kunta', '#o')"
kantaa,kanto,N,N,o,suffix,"('kanta', '#taa', '#o')"
kohta,kohti,N,U,i,suffix,"('kohta', '#i')"
kiintää,kiinni,V,R,i,suffix,"('kiintää', '#i')"
kiittää,kiitos,V,U,os,suffix,"('kiittää', '#os')"
ampua,ampiainen,V,N,iainen,suffix,"('ampu', '#ua', '#iainen')"
kukka,kukkia,N,V,ia,suffix,"('kukka', '#ia')"
maksaa,maksu,V,N,u,suffix,"('maksaa', '#u')"
hehku,hehkua,N,V,ua,suffix,"('hehku', '#ua')"
imettävä,imettäväinen,V,N,inen,suffix,"('imettävä', '#inen')"
pääsky,pääskynen,N,N,nen,suffix,"('pääsky', '#nen')"
levätä,lepo,V,N,o,suffix,"('levätä', '#o')"
impata,imppaus,V,N,us,suffix,"('impata', '#us')"
haistaa,haistella,V,V,ella,suffix,"('haista', '#taa', '#ella')"
ora,oras,N,N,as,suffix,"('ora', '#as')"
murtaa,muru,V,N,u,suffix,"('murtaa', '#u')"
terä,tere,N,N,e,suffix,"('terä', '#e')"
kutea,kutu,V,N,u,suffix,"('kutea', '#u')"
korva,korvo,N,N,o,suffix,"('korva', '#o')"
kolista,kolu,V,N,u,suffix,"('kolista', '#u')"
musta,mustalainen,J,N,lainen,suffix,"('musta', '#lainen')"
hakea,haku,V,N,u,suffix,"('hakea', '#u')"
alkoholi,alkoholismi,N,N,ismi,suffix,"('alkoholi', '#ismi')"
auto,autoilla,N,V,illa,suffix,"('auto', '#illa')"
autoilla,autoilija,V,N,ja,suffix,"('auto', '#illa', '#ja')"
lausua,lause,V,N,e,suffix,"('lausua', '#e')"
puna,pune,N,N,e,suffix,"('puna', '#e')"
lumo,lume,N,N,e,suffix,"('lumo', '#e')"
urista,urina,V,N,na,suffix,"('urista', '#na')"
alkaa,alku,V,N,u,suffix,"('alkaa', '#u')"
astua,aste,V,N,e,suffix,"('astua', '#e')"
soluttaa,solutus,V,N,us,suffix,"('sola', '#u', '#ttaa', '#us')"
siepata,sieppi,V,N,i,suffix,"('siepata', '#i')"
sulkea,sulku,V,N,u,suffix,"('sulkea', '#u')"
kasvaa,kasvi,V,N,i,suffix,"('kasvaa', '#i')"
kasi,kastaa,U,V,taa,suffix,"('kasi', '#taa')"
maa,maalainen,N,N,lainen,suffix,"('maa', '#lainen')"
kostaa,kosto,V,N,o,suffix,"('kostaa', '#o')"
lapa,lapio,N,N,io,suffix,"('lapa', '#io')"
lääkitä,lääke,V,N,e,suffix,"('lääkitä', '#e')"
rahoittaa,rahoitus,V,N,us,suffix,"('raha', '#oittaa', '#us')"
raha,rahoittaa,N,V,oittaa,suffix,"('raha', '#oittaa')"
tarkastaa,tarkastus,V,N,us,suffix,"('tarkka', '#staa', '#us')"
tarkka,tarkastaa,J,V,staa,suffix,"('tarkka', '#staa')"
sairas,sairaala,N,N,la,suffix,"('sairas', '#la')"
savu,savuttaa,N,V,ttaa,suffix,"('savu', '#ttaa')"
seka-,seos,N,N,os,suffix,"('seka-', '#os')"
seka-,sekoittaa,U,V,oittaa,suffix,"('seka-', '#oittaa')"
tehdä,teko,V,N,o,suffix,"('tehdä', '#o')"
diesel,biodiesel,N,N,bio,prefix,"('bio#', 'diesel')"
