source_word,target_word,source_pos,target_pos,morpheme,type,segments
sisa,sisar,N,V,ar,suffix,"('sisa', '#ar')"
conocer,conocimiento,V,N,miento,suffix,"('conocer', '#miento')"
páncreas,pancreatitis,N,N,itis,suffix,"('páncreas', '#itis')"
Japón,japonés,N,J,és,suffix,"('Japón', '#és')"
semita,antisemita,N,J,anti,prefix,"('anti#', 'Sem', '#ita')"
labial,bilabial,J,J,bi,prefix,"('bi#', 'labio', '#al')"
bolso,bolsillo,N,N,illo,suffix,"('bolsa', '#o', '#illo')"
espina,espinilla,N,N,illa,suffix,"('espina', '#illa')"
despertar,despertador,N,N,dor,suffix,"('despierto', '#ar', '#dor')"
ala,alar,N,J,ar,suffix,"('ala', '#ar')"
Jalapa,jalapeño,N,J,eño,suffix,"('Jalapa', '#eño')"
La Habana,habanero,N,J,ero,suffix,"('La Habana', '#ero')"
raza,racismo,V,N,ismo,suffix,"('raza', '#ismo')"
pito,pitillo,N,N,illo,suffix,"('pito', '#illo')"
cuerno,cornada,N,N,ada,suffix,"('cuerno', '#ada')"
considerar,considerable,V,J,able,suffix,"('considerar', '#able')"
argentino,argentinidad,J,N,dad,suffix,"('argento', '#ino', '#dad')"
lógica,logical,N,J,al,suffix,"('lógica', '#al')"
preciar,despreciar,V,V,des,prefix,"('des#', 'precio', '#ar')"
mosquito,mosquitero,N,N,ero,suffix,"('mosca', '#ito', '#ero')"
Luxemburgo,luxemburgués,N,J,és,suffix,"('Luxemburgo', '#és')"
Buenos Aires,bonaerense,N,J,ense,suffix,"('Buenos Aires', '#ense')"
puerto,porteño,N,J,eño,suffix,"('puerto', '#eño')"
Corea,coreano,N,J,ano,suffix,"('Corea', '#ano')"
tonal,atonal,J,J,a,prefix,"('a#', 'tonal')"
boya,boyar,N,V,ar,suffix,"('boya', '#ar')"
sexual,asexual,J,J,a,prefix,"('a#', 'sexual')"
reversible,irreversible,J,J,in,prefix,"('in#', 'reversible')"
virus,viral,N,J,al,suffix,"('virus', '#al')"
manta,mantilla,N,N,illa,suffix,"('manto', '#a', '#illa')"
continente,continental,N,J,al,suffix,"('contener', '#nte', '#al')"
Vietnam,vietnamita,N,J,ita,suffix,"('Vietnam', '#ita')"
ceda,cedilla,N,N,illa,suffix,"('ceda', '#illa')"
Bolivia,boliviano,N,J,ano,suffix,"('Bolivia', '#ano')"
fino,finito,J,J,ito,suffix,"('fin', '#o', '#ito')"
profundo,profundizar,J,V,izar,suffix,"('profundo', '#izar')"
rata,ratón,N,N,ón,suffix,"('rata', '#ón')"
marina,marinero,N,N,ero,suffix,"('marina', '#ero')"
incentivo,incentivar,J,V,ar,suffix,"('incentivo', '#ar')"
Irak,iraquí,N,J,í,suffix,"('Irak', '#í')"
burro,burrito,N,N,ito,suffix,"('burro', '#ito')"
portar,portable,V,J,able,suffix,"('portar', '#able')"
deplorar,deplorable,V,J,able,suffix,"('deplorar', '#able')"
comprar,comprador,V,J,dor,suffix,"('comprar', '#dor')"
molécula,molecular,N,J,ar,suffix,"('molécula', '#ar')"
alvéolo,alveolar,N,J,ar,suffix,"('alvéolo', '#ar')"
Tánger,tangerino,N,J,ino,suffix,"('Tánger', '#ino')"
Hawái,hawaiano,N,J,ano,suffix,"('Hawái', '#ano')"
cultura,cultural,N,J,al,suffix,"('cultura', '#al')"
trópico,tropical,J,J,al,suffix,"('trópico', '#al')"
armado,armadillo,J,N,illo,suffix,"('armado', '#illo')"
China,chino,N,J,o,suffix,"('China', '#o')"
octágono,octagonal,N,J,al,suffix,"('octágono', '#al')"
fétido,fetidez,J,N,ez,suffix,"('fétido', '#ez')"
watt,kilowatt,N,N,kilo,prefix,"('kilo#', 'watt')"
adición,adicionar,N,V,ar,suffix,"('adición', '#ar')"
fin,finar,N,V,ar,suffix,"('fin', '#ar')"
semicírculo,semicircular,N,J,ar,suffix,"('semi#', 'círculo', '#ar')"
estudiar,estudiante,V,N,ante,suffix,"('estudio', '#ar', '#ante')"
colonia,colonial,N,J,al,suffix,"('colonia', '#al')"
bravo,bravura,J,N,ura,suffix,"('bravo', '#ura')"
ahora,ahorita,R,R,ita,suffix,"('ahora', '#ita')"
dialecto,dialectal,N,J,al,suffix,"('dialecto', '#al')"
usar,usable,V,J,able,suffix,"('uso', '#ar', '#able')"
perico,periquito,J,N,ito,suffix,"('Pero', '#ico', '#ito')"
sala,salón,N,N,ón,suffix,"('sala', '#ón')"
ayer,anteayer,N,R,ante,prefix,"('ante#', 'ayer')"
pecado,pecadillo,N,N,illo,suffix,"('pecado', '#illo')"
bocado,bocadillo,N,N,illo,suffix,"('boca', '#ado', '#illo')"
zumbar,zumbido,V,N,ido,suffix,"('zumbar', '#ido')"
zanca,zancudo,N,J,udo,suffix,"('zanca', '#udo')"
zapato,zapatería,N,N,ería,suffix,"('zapato', '#ería')"
zapato,zapatero,N,J,ero,suffix,"('zapato', '#ero')"
zapato,zapatilla,N,N,illa,suffix,"('zapato', '#illa')"
zigzag,zigzaguear,N,V,ear,suffix,"('zigzag', '#ear')"
zorro,zorrillo,J,N,illo,suffix,"('zorro', '#illo')"
zoología,zoológico,N,J,ico,suffix,"('zoología', '#ico')"
vaca,vaquero,N,U,ero,suffix,"('vaca', '#ero')"
vaca,vaquera,N,N,era,suffix,"('vaca', '#era')"
Yucatán,yucateco,N,J,eco,suffix,"('Yucatán', '#eco')"
muro,mural,N,J,al,suffix,"('muro', '#al')"
útil,útilmente,J,R,mente,suffix,"('útil', '#mente')"
útil,utilizar,J,V,izar,suffix,"('útil', '#izar')"
utilizar,utilización,V,N,ción,suffix,"('útil', '#izar', '#ción')"
uso,usar,N,V,ar,suffix,"('uso', '#ar')"
mentir,mentiroso,V,J,oso,suffix,"('mentir', '#oso')"
Urano,uranio,N,N,io,suffix,"('Urano', '#io')"
urbanizar,urbanización,V,N,ción,suffix,"('urbano', '#izar', '#ción')"
urgente,urgentemente,J,R,mente,suffix,"('urgente', '#mente')"
Uganda,ugandés,N,J,és,suffix,"('Uganda', '#és')"
ulterior,ulteriormente,J,R,mente,suffix,"('ulterior', '#mente')"
último,últimamente,J,R,mente,suffix,"('último', '#mente')"
mar,ultramar,N,N,ultra,prefix,"('ultra#', 'mar')"
unánime,unánimemente,J,R,mente,suffix,"('unánime', '#mente')"
universal,universalmente,J,R,mente,suffix,"('universal', '#mente')"
berilo,berilio,N,N,io,suffix,"('berilo', '#io')"
Titán,titanio,J,N,io,suffix,"('Titán', '#io')"
litografía,cromo,N,N,cromo,prefix,"('cromo#', 'litografía')"
barita,bario,N,N,io,suffix,"('barita', '#io')"
Neptuno,neptunio,N,N,io,suffix,"('Neptuno', '#io')"
Plutón,plutonio,N,N,io,suffix,"('Plutón', '#io')"
América,americio,N,N,io,suffix,"('América', '#io')"
California,californio,N,N,io,suffix,"('California', '#io')"
fer,afer,N,N,a,prefix,"('a#', 'fer')"
cabo,cabal,N,J,al,suffix,"('cabo', '#al')"
proteína,proteinuria,N,N,uria,suffix,"('proteína', '#uria')"
posta,postal,N,J,al,suffix,"('posta', '#al')"
macho,machismo,J,N,ismo,suffix,"('macho', '#ismo')"
bacteria,bacterial,N,J,al,suffix,"('bacteria', '#al')"
vaca,vacuno,N,J,uno,suffix,"('vaca', '#uno')"
vacar,vacante,V,J,ante,suffix,"('vacar', '#ante')"
abrir,reabrir,V,V,re,prefix,"('re#', 'abrir')"
alzar,realzar,V,V,re,prefix,"('re#', 'alzar')"
civilizar,civilización,V,N,ción,suffix,"('civil', '#izar', '#ción')"
reproducir,reproducible,V,J,ible,suffix,"('re#', 'producir', '#ible')"
cubrir,descubrir,V,V,des,prefix,"('des#', 'cubrir')"
caballo,caballar,N,J,ar,suffix,"('caballo', '#ar')"
saber,sabedor,N,J,dor,suffix,"('saber', '#dor')"
sabio,sabiamente,N,R,mente,suffix,"('sabio', '#mente')"
sabor,saborear,N,V,ear,suffix,"('sabor', '#ear')"
jabón,jabonar,N,V,ar,suffix,"('jabón', '#ar')"
jabón,jabonoso,N,J,oso,suffix,"('jabón', '#oso')"
jadear,jadeante,V,J,ante,suffix,"('jadear', '#ante')"
hala,jalear,V,V,ear,suffix,"('hala', '#ear')"
Jamaica,jamaicano,N,J,ano,suffix,"('Jamaica', '#ano')"
Jamaica,jamaiquino,N,N,ino,suffix,"('Jamaica', '#ino')"
jarana,jaranear,N,V,ear,suffix,"('jarana', '#ear')"
jardín,jardinero,N,N,ero,suffix,"('jardín', '#ero')"
jarro,jarrón,N,N,ón,suffix,"('jarro', '#ón')"
jinete,jinetear,N,V,ar,suffix,"('jinete', '#ar')"
jocoso,jocosamente,J,R,mente,suffix,"('jocoso', '#mente')"
jornal,jornalero,N,N,ero,suffix,"('jornal', '#ero')"
joroba,jorobado,N,J,ado,suffix,"('joroba', '#ado')"
jovial,jovialmente,J,R,mente,suffix,"('jovial', '#mente')"
joya,joyería,N,N,ería,suffix,"('joya', '#ería')"
joya,joyero,N,N,ero,suffix,"('joya', '#ero')"
Juan,juanete,N,N,ete,suffix,"('Juan', '#ete')"
judicial,judicialmente,J,R,mente,suffix,"('judicial', '#mente')"
juerga,juerguista,N,N,ista,suffix,"('juerga', '#ista')"
jugar,jugador,V,N,dor,suffix,"('jugar', '#dor')"
jugar,jugarreta,V,N,eta,suffix,"('jugar', '#eta')"
jugo,jugoso,N,J,oso,suffix,"('jugo', '#oso')"
jugar,juguete,V,N,ete,suffix,"('jugar', '#ete')"
juguete,juguetear,N,V,ar,suffix,"('jugar', '#ete', '#ar')"
juguete,juguetería,N,N,ería,suffix,"('jugar', '#ete', '#ería')"
juguetón,juguetonamente,J,R,mente,suffix,"('jugar', '#ete', '#ar', '#ón', '#mente')"
juicio,juicioso,N,J,oso,suffix,"('juicio', '#oso')"
junto,juntamente,J,R,mente,suffix,"('junto', '#mente')"
justo,justamente,J,R,mente,suffix,"('justo', '#mente')"
justicia,justiciero,N,J,ero,suffix,"('justicia', '#ero')"
justificar,justificación,V,N,ción,suffix,"('justificar', '#ción')"
joven,juvenil,J,J,il,suffix,"('joven', '#il')"
quebrantar,quebrantamiento,V,N,miento,suffix,"('quebrantar', '#miento')"
ñoño,ñoñería,J,N,ería,suffix,"('ñoño', '#ería')"
quejar,quejido,V,N,ido,suffix,"('quejar', '#ido')"
burla,burlar,N,V,ar,suffix,"('burla', '#ar')"
verdad,verdadero,N,J,ero,suffix,"('verdad', '#ero')"
testículo,testicular,N,J,ar,suffix,"('testículo', '#ar')"
quemar,quemador,V,J,dor,suffix,"('quemar', '#dor')"
quemar,quemadura,V,N,dura,suffix,"('quemar', '#dura')"
quemar,quemazón,V,N,zón,suffix,"('quemar', '#zón')"
queso,quesería,N,N,ería,suffix,"('queso', '#ería')"
Quijote,quijotesco,N,J,sco,suffix,"('Quijano', '#ote', '#sco')"
quince,quinceavo,U,N,avo,suffix,"('quince', '#avo')"
social,antisocial,J,J,anti,prefix,"('anti#', 'social')"
φαίνω,quirófano,N,N,quiro,prefix,"('quiro#', 'φαίνω')"
quirúrgico,quirúrgicamente,J,R,mente,suffix,"('quirúrgico', '#mente')"
ñoño,ñoñear,J,V,ear,suffix,"('ñoño', '#ear')"
onda,microonda,N,N,micro,prefix,"('micro#', 'onda')"
falta,faltar,N,V,ar,suffix,"('falta', '#ar')"
polar,circumpolar,J,J,circun,prefix,"('circun#', 'polar')"
tutor,tutorial,N,J,ial,suffix,"('tutor', '#ial')"
moro,moreno,N,J,eno,suffix,"('moro', '#eno')"
bacterial,antibacterial,J,J,anti,prefix,"('anti#', 'bacteria', '#al')"
secretario,secretarial,N,J,al,suffix,"('secretario', '#al')"
carreta,carretera,N,N,era,suffix,"('carro', '#eta', '#era')"
frente,frontera,N,N,era,suffix,"('frente', '#era')"
triste,tristeza,J,N,eza,suffix,"('triste', '#eza')"
legal,ilegal,J,J,in,prefix,"('in#', 'legal')"
Perú,peruano,N,J,ano,suffix,"('Perú', '#ano')"
elector,electoral,N,J,al,suffix,"('elector', '#al')"
dimensión,dimensional,N,J,al,suffix,"('dimensión', '#al')"
cérvix,cervical,N,J,al,suffix,"('cérvix', '#al')"
península,peninsular,N,J,ar,suffix,"('península', '#ar')"
inglés,inglesa,J,N,a,suffix,"('Inglaterra', '#és', '#a')"
flor,florido,N,J,ido,suffix,"('flor', '#ido')"
color,colorado,N,J,ado,suffix,"('color', '#ado')"
lateral,unilateral,J,J,uni,prefix,"('uni#', 'lateral')"
recurso,recursivo,N,J,ivo,suffix,"('re#', 'curso', '#ivo')"
unir,reunir,V,V,re,prefix,"('re#', 'unir')"
unión,reunión,N,N,re,prefix,"('re#', 'unión')"
arteria,arterial,N,J,al,suffix,"('arteria', '#al')"
estudio,estudiar,N,V,ar,suffix,"('estudio', '#ar')"
América,americano,N,J,ano,suffix,"('América', '#ano')"
taco,taquería,N,N,ería,suffix,"('taco', '#ería')"
puerto,aeropuerto,N,N,aero,prefix,"('aero#', 'puerto')"
fijo,fijar,V,V,ar,suffix,"('fijo', '#ar')"
registro,registrar,N,V,ar,suffix,"('registro', '#ar')"
paso,pasear,N,V,ear,suffix,"('paso', '#ear')"
genital,urogenital,J,J,uro,prefix,"('uro#', 'genital')"
coloquio,coloquial,N,J,al,suffix,"('coloquio', '#al')"
guerra,guerrilla,N,N,illa,suffix,"('guerra', '#illa')"
amar,amante,J,J,ante,suffix,"('amar', '#ante')"
papal,antipapal,J,J,anti,prefix,"('anti#', 'papa', '#al')"
neutrino,antineutrino,N,N,anti,prefix,"('anti#', 'neutro', '#ino')"
peritoneo,peritonitis,N,N,itis,suffix,"('peritoneo', '#itis')"
Felipe,filipino,N,J,ino,suffix,"('Felipe', '#ino')"
στάσις,homeostasis,N,N,homeo,prefix,"('homeo#', 'στάσις')"
luchar,luchador,V,J,dor,suffix,"('luchar', '#dor')"
territorio,territorial,N,J,al,suffix,"('territorio', '#al')"
embarcar,embarcadero,V,N,dero,suffix,"('embarcar', '#dero')"
acerbo,acerbamente,J,R,mente,suffix,"('acerbo', '#mente')"
tetrágono,tetragonal,N,J,al,suffix,"('tetrágono', '#al')"
estrena,estrenar,N,V,ar,suffix,"('estrena', '#ar')"
zodiaco,zodiacal,N,J,al,suffix,"('zodiaco', '#al')"
paja,pajilla,N,N,illa,suffix,"('paja', '#illa')"
labrar,labrador,V,N,dor,suffix,"('labrar', '#dor')"
permeable,impermeable,J,J,in,prefix,"('in#', 'permeable')"
torta,tortería,N,N,ería,suffix,"('torta', '#ería')"
camisa,camisería,N,N,ería,suffix,"('camisa', '#ería')"
pastel,pastelería,N,N,ería,suffix,"('pastel', '#ería')"
papel,papelería,N,N,ería,suffix,"('papel', '#ería')"
tortilla,tortillería,N,N,ería,suffix,"('torta', '#illa', '#ería')"
Finlandia,finlandés,N,J,és,suffix,"('Finlandia', '#és')"
honor,honorable,N,J,able,suffix,"('honor', '#able')"
esperar,esperanza,V,N,anza,suffix,"('esperar', '#anza')"
clerical,anticlerical,J,J,anti,prefix,"('anti#', 'clerical')"
macho,machete,N,N,ete,suffix,"('macho', '#ete')"
lateral,bilateral,J,J,bi,prefix,"('bi#', 'lateral')"
Perú,peruviano,N,J,iano,suffix,"('Perú', '#iano')"
viral,antiviral,J,J,anti,prefix,"('anti#', 'virus', '#al')"
virus,antivirus,N,N,anti,prefix,"('anti#', 'virus')"
elemento,elemental,N,J,al,suffix,"('elemento', '#al')"
brujo,brujería,N,N,ería,suffix,"('bruja', '#o', '#ería')"
dispensable,indispensable,J,J,in,prefix,"('in#', 'dispensable')"
normal,paranormal,J,J,para,prefix,"('para#', 'normal')"
agradar,agradable,V,J,able,suffix,"('agradar', '#able')"
base,básico,N,J,ico,suffix,"('base', '#ico')"
ducto,ductal,N,J,al,suffix,"('ducto', '#al')"
patriota,compatriota,J,N,com,prefix,"('com#', 'patriota')"
seguir,seguidor,V,N,dor,suffix,"('seguir', '#dor')"
concentrar,concentración,V,N,ción,suffix,"('con#', 'centro', '#ar', '#ción')"
nacional,nacionalidad,J,N,idad,suffix,"('nación', '#al', '#idad')"
asociar,asociación,V,N,ción,suffix,"('asociar', '#ción')"
escuadra,escuadrón,N,N,ón,suffix,"('escuadrar', '#a', '#ón')"
enfrentar,enfrentamiento,V,N,miento,suffix,"('enfrentar', '#miento')"
manifestar,manifestante,V,N,ante,suffix,"('manifestar', '#ante')"
organizar,organización,V,N,ción,suffix,"('organizar', '#ción')"
viajar,viajero,V,J,ero,suffix,"('viaje', '#ar', '#ero')"
equipar,equipaje,V,N,aje,suffix,"('equipar', '#aje')"
sombrero,sombrerera,N,N,era,suffix,"('sombra', '#ero', '#era')"
vender,vendedor,V,N,dor,suffix,"('vender', '#dor')"
seguro,seguridad,J,N,idad,suffix,"('seguro', '#idad')"
acontecer,acontecimiento,V,N,miento,suffix,"('a#', 'contecer', '#miento')"
negociar,negociación,V,N,ción,suffix,"('negociar', '#ción')"
activo,actividad,J,N,idad,suffix,"('activo', '#idad')"
procesar,procesamiento,V,N,miento,suffix,"('proceso', '#ar', '#miento')"
invitar,invitación,V,N,ción,suffix,"('invitar', '#ción')"
voz,vocero,N,N,ero,suffix,"('voz', '#ero')"
mayor,mayoría,J,N,ía,suffix,"('mayor', '#ía')"
asistir,asistencia,V,N,encia,suffix,"('asistir', '#encia')"
católico,catolicismo,J,N,ismo,suffix,"('católico', '#ismo')"
acción,reacción,N,N,re,prefix,"('re#', 'acción')"
partido,partidario,N,J,ario,suffix,"('partido', '#ario')"
guerrilla,guerrillero,N,J,ero,suffix,"('guerra', '#illa', '#ero')"
comercializar,comercialización,V,N,ción,suffix,"('comercial', '#izar', '#ción')"
por ciento,porcentaje,R,N,aje,suffix,"('por ciento', '#aje')"
traficante,narcotraficante,N,N,narco,prefix,"('narco#', 'traficar', '#ante')"
escaso,escasez,J,N,ez,suffix,"('escaso', '#ez')"
resistible,irresistible,J,J,in,prefix,"('in#', 'resistible')"
trámite,tramitar,N,V,ar,suffix,"('trámite', '#ar')"
presencia,presenciar,N,V,ar,suffix,"('presencia', '#ar')"
catar,acatar,V,V,a,prefix,"('a#', 'catar')"
captura,capturar,N,V,ar,suffix,"('captura', '#ar')"
relación,relacionar,N,V,ar,suffix,"('relación', '#ar')"
abolir,abolición,V,N,ción,suffix,"('abolir', '#ción')"
exportar,exportación,V,N,ción,suffix,"('exportar', '#ción')"
poblar,población,V,N,ción,suffix,"('pueblo', '#ar', '#ción')"
terror,terrorismo,N,N,ismo,suffix,"('terror', '#ismo')"
sueldo,soldado,N,N,ado,suffix,"('sueldo', '#ado')"
mover,movimiento,V,N,miento,suffix,"('mover', '#miento')"
pelota,pelotero,N,N,ero,suffix,"('pelo', '#ota', '#ero')"
proceder,procedimiento,V,N,miento,suffix,"('proceder', '#miento')"
visión,televisión,N,N,tele,prefix,"('tele#', 'visión')"
educar,educación,V,N,ción,suffix,"('educar', '#ción')"
urbano,urbanismo,J,N,ismo,suffix,"('urbano', '#ismo')"
libre,libertad,N,N,tad,suffix,"('libre', '#tad')"
periódico,periodista,N,N,ista,suffix,"('periódico', '#ista')"
embajada,embajador,N,N,dor,suffix,"('embajada', '#dor')"
detener,detención,V,N,ción,suffix,"('detener', '#ción')"
pasaje,pasajero,N,J,ero,suffix,"('pasar', '#aje', '#ero')"
ropa,ropero,N,J,ero,suffix,"('ropa', '#ero')"
silla,sillón,N,N,ón,suffix,"('silla', '#ón')"
cabeza,cabecera,N,N,era,suffix,"('cabeza', '#era')"
colcha,colchón,N,N,ón,suffix,"('colcha', '#ón')"
caja,cajón,N,N,ón,suffix,"('caja', '#ón')"
tocar,tocador,V,N,dor,suffix,"('tocar', '#dor')"
comer,comedor,N,N,dor,suffix,"('comer', '#dor')"
votar,votación,V,N,ción,suffix,"('voto', '#ar', '#ción')"
análisis,analista,N,N,ista,suffix,"('análisis', '#ista')"
pueblo,poblar,N,V,ar,suffix,"('pueblo', '#ar')"
viso,visillo,N,N,illo,suffix,"('viso', '#illo')"
maza,maceta,N,N,eta,suffix,"('maza', '#eta')"
café,cafetera,N,N,era,suffix,"('café', '#era')"
plato,platillo,N,N,illo,suffix,"('plato', '#illo')"
azúcar,azucarero,N,J,ero,suffix,"('azúcar', '#ero')"
hilo,hilera,N,N,era,suffix,"('hilo', '#era')"
percha,perchero,N,N,ero,suffix,"('percha', '#ero')"
maleta,maletín,N,N,ín,suffix,"('mala', '#eta', '#ín')"
paraguas,paragüero,N,N,ero,suffix,"('paraguas', '#ero')"
escala,escalón,N,N,ón,suffix,"('escala', '#ón')"
cerrar,cerradura,V,N,dura,suffix,"('cerrar', '#dura')"
caballo,caballero,N,N,ero,suffix,"('caballo', '#ero')"
casa,casamiento,N,N,miento,suffix,"('casa', '#miento')"
atacar,atacante,V,J,ante,suffix,"('atacar', '#ante')"
secretario,secretaría,N,N,ía,suffix,"('secretario', '#ía')"
integrar,integración,V,N,ción,suffix,"('integrar', '#ción')"
ciudad,ciudadano,N,J,ano,suffix,"('ciudad', '#ano')"
paño,pañuelo,N,N,uelo,suffix,"('paño', '#uelo')"
pájaro,pajarita,N,N,ita,suffix,"('pájaro', '#ita')"
candidato,candidatura,N,N,ura,suffix,"('candidato', '#ura')"
defensa,autodefensa,N,N,auto,prefix,"('auto#', 'defensa')"
movilización,desmovilización,J,N,des,prefix,"('des#', 'móvil', '#izar', '#ción')"
legal,legalidad,J,N,idad,suffix,"('legal', '#idad')"
aguaza,aguacero,N,N,ero,suffix,"('agua', '#aza', '#ero')"
agudo,agudeza,J,N,eza,suffix,"('agudo', '#eza')"
ala,alero,N,N,ero,suffix,"('ala', '#ero')"
alto,altillo,J,N,illo,suffix,"('alto', '#illo')"
asir,asidero,V,N,dero,suffix,"('asir', '#dero')"
balaustre,balaustrada,N,N,ada,suffix,"('balaustre', '#ada')"
oficial,oficializar,J,V,izar,suffix,"('oficial', '#izar')"
líder,liderazgo,N,N,azgo,suffix,"('líder', '#azgo')"
masificar,masificación,V,N,ción,suffix,"('masa', '#ificar', '#ción')"
naturalizar,naturalización,V,N,ción,suffix,"('natural', '#izar', '#ción')"
absoluto,absolutismo,J,N,ismo,suffix,"('absoluto', '#ismo')"
central,centralismo,J,N,ismo,suffix,"('central', '#ismo')"
comandar,comandante,V,N,ante,suffix,"('comandar', '#ante')"
empeñar,desempeñar,V,V,des,prefix,"('des#', 'empeño', '#ar')"
análisis,analizar,N,V,izar,suffix,"('análisis', '#izar')"
aparecer,desaparecer,V,V,des,prefix,"('des#', 'aparecer')"
negociar,negociador,V,J,dor,suffix,"('negociar', '#dor')"
enriquecer,enriquecimiento,V,N,miento,suffix,"('enriquecer', '#miento')"
arrollar,desarrollar,V,V,des,prefix,"('des#', 'ar#', 'rollo')"
expreso,expresar,J,V,ar,suffix,"('expreso', '#ar')"
seguir,perseguir,V,V,per,prefix,"('per#', 'seguir')"
lengua,lenguaje,N,N,aje,suffix,"('lengua', '#aje')"
federar,federación,V,N,ción,suffix,"('federar', '#ción')"
ganar,ganador,V,J,dor,suffix,"('ganar', '#dor')"
pobre,pobreza,J,N,eza,suffix,"('pobre', '#eza')"
programa,programar,N,V,ar,suffix,"('programa', '#ar')"
vivir,sobrevivir,V,V,sobre,prefix,"('sobre#', 'vivir')"
asesino,asesinar,J,V,ar,suffix,"('asesino', '#ar')"
cintura,cinturón,N,N,ón,suffix,"('cintura', '#ón')"
autor,autoría,N,N,ía,suffix,"('autor', '#ía')"
