source_word,target_word,source_pos,target_pos,morpheme,type,segments
film,filma,N,V,a,suffix,"('film', '#a')"
debut,debutant,N,N,ant,suffix,"('debut', '#ant')"
pant,panta,N,V,a,suffix,"('pant', '#a')"
bit,bita,N,V,a,suffix,"('bit', '#a')"
Johan,Johansson,N,N,son,suffix,"('Johan', '#son')"
tyngdlös,tyngdlöshet,J,N,het,suffix,"('tyngdlös', '#het')"
hel,hela,J,V,a,suffix,"('hel', '#a')"
post,posta,N,V,a,suffix,"('post', '#a')"
boliviansk,bolivianska,J,J,a,suffix,"('Bolivia', '#an', '#sk', '#a')"
bolivian,boliviansk,J,J,sk,suffix,"('Bolivia', '#an', '#sk')"
allvar,allvarlig,N,J,lig,suffix,"('allvar', '#lig')"
Australien,australier,N,N,er,suffix,"('Australien', '#er')"
man,manlig,N,J,lig,suffix,"('man', '#lig')"
såg,såga,N,V,a,suffix,"('såg', '#a')"
extrem,extremist,J,N,ist,suffix,"('extrem', '#ist')"
extrem,extremism,J,N,ism,suffix,"('extrem', '#ism')"
regel,regla,N,V,a,suffix,"('regel', '#a')"
bomb,bomba,N,V,a,suffix,"('bomb', '#a')"
spel,spela,N,V,a,suffix,"('spel', '#a')"
Andorra,andorran,N,N,an,suffix,"('Andorra', '#an')"
Angola,angolan,N,N,an,suffix,"('Angola', '#an')"
Antigua,antiguan,N,N,an,suffix,"('Antigua', '#an')"
Colombia,colombian,N,N,an,suffix,"('Colombia', '#an')"
Georgien,georgier,N,N,ier,suffix,"('Georgien', '#ier')"
Haiti,haitier,N,N,ier,suffix,"('Haiti', '#ier')"
Jamaica,jamaican,N,N,an,suffix,"('Jamaica', '#an')"
Korea,korean,N,N,an,suffix,"('Korea', '#an')"
Nordkorea,nordkorean,N,N,an,suffix,"('Nordkorea', '#an')"
Peru,peruan,N,N,an,suffix,"('Peru', '#an')"
Makedonien,makedonier,N,N,ier,suffix,"('Makedonien', '#ier')"
Somalia,somalier,N,N,ier,suffix,"('Somalia', '#ier')"
afghan,afghansk,N,J,sk,suffix,"('afghan', '#sk')"
alban,albansk,N,J,sk,suffix,"('Albanien', '#an', '#sk')"
Algeriet,algerisk,N,J,sk,suffix,"('Algeriet', '#sk')"
Andorra,andorransk,N,J,sk,suffix,"('Andorra', '#sk')"
Angola,angolansk,N,J,sk,suffix,"('Angola', '#sk')"
Antigua,antiguansk,N,J,sk,suffix,"('Antigua', '#sk')"
Argentina,argentinsk,N,J,sk,suffix,"('Argentina', '#sk')"
ontolog,paleontolog,N,N,paleo,prefix,"('paleo#', 'ontolog')"
diameter,diametral,N,J,al,suffix,"('diameter', '#al')"
Sparta,spartan,N,U,an,suffix,"('Sparta', '#an')"
Tibet,tibetan,N,N,an,suffix,"('Tibet', '#an')"
ram,rama,N,V,a,suffix,"('ram', '#a')"
mena,mening,V,N,ing,suffix,"('mena', '#ing')"
matt,matta,J,J,a,suffix,"('matt', '#a')"
etyl,etan,N,N,an,suffix,"('etyl', '#an')"
tur,tursam,N,J,sam,suffix,"('tur', '#sam')"
dotter,styvdotter,N,N,styv,prefix,"('styv#', 'dotter')"
son,styvson,N,N,styv,prefix,"('styv#', 'son')"
dotter,svärdotter,N,N,svär,prefix,"('svär#', 'dotter')"
son,svärson,N,N,svär,prefix,"('svär#', 'son')"
far,svärfar,N,N,svär,prefix,"('svär#', 'far')"
mor,svärmor,N,N,svär,prefix,"('svär#', 'mor')"
skratt,skratta,N,V,a,suffix,"('skratt', '#a')"
egentlig,egentligen,J,R,en,suffix,"('egentlig', '#en')"
lott,lotta,N,N,a,suffix,"('lott', '#a')"
juridik,jurist,N,N,ist,suffix,"('juridik', '#ist')"
pilot,autopilot,N,N,auto,prefix,"('auto#', 'pilot')"
susa,susning,V,N,ning,suffix,"('susa', '#ning')"
fest,festa,J,V,a,suffix,"('fest', '#a')"
hare,hara,N,V,a,suffix,"('hare', '#a')"
hut,huta,N,V,a,suffix,"('hut', '#a')"
tand,tanda,N,V,a,suffix,"('tand', '#a')"
hat,hata,N,V,a,suffix,"('hat', '#a')"
en,ena,N,U,a,suffix,"('en', '#a')"
möjlig,möjlighet,J,N,het,suffix,"('möjlig', '#het')"
rast,rasta,N,V,a,suffix,"('rast', '#a')"
regera,regering,V,N,ing,suffix,"('regera', '#ing')"
dag,middag,N,N,mid,prefix,"('mid#', 'dag')"
hålla,samhälle,V,N,sam,prefix,"('sam#', 'håll', '#a')"
egen,egendom,J,N,dom,suffix,"('egen', '#dom')"
rost,rosta,N,V,a,suffix,"('rost', '#a')"
mål,måla,N,V,a,suffix,"('mål', '#a')"
svett,svettig,N,J,ig,suffix,"('svett', '#ig')"
läka,läkare,V,N,are,suffix,"('läka', '#are')"
dom,domare,N,N,are,suffix,"('dom', '#are')"
dansa,dansare,N,N,are,suffix,"('dans', '#a', '#are')"
klättra,klättrare,V,N,are,suffix,"('klättra', '#are')"
legitim,legitimation,J,N,tion,suffix,"('legitim', '#tion')"
täcka,betäcka,V,V,be,prefix,"('be#', 'täcke', '#a')"
gagn,gagna,N,V,a,suffix,"('gagn', '#a')"
tuba,tubaist,N,N,ist,suffix,"('tuba', '#ist')"
smuggla,smuggling,V,N,ing,suffix,"('smuggla', '#ing')"
bord,borda,N,V,a,suffix,"('bord', '#a')"
tron,trona,N,V,a,suffix,"('tron', '#a')"
föra,förföra,V,V,för,prefix,"('för#', 'föra')"
landsman,landsmaninna,N,N,inna,suffix,"('landsman', '#inna')"
hall,hallon,N,N,on,suffix,"('hall', '#on')"
bunt,bunta,N,V,a,suffix,"('bunt', '#a')"
par,parvis,J,J,vis,suffix,"('par', '#vis')"
ren,rena,N,J,a,suffix,"('ren', '#a')"
gång,utgång,N,N,ut,prefix,"('ut#', 'gång')"
gång,ingång,N,N,in,prefix,"('in#', 'gång')"
gång,avgång,N,N,av,prefix,"('av#', 'gång')"
pris,prisa,J,V,a,suffix,"('pris', '#a')"
harpa,harpist,N,N,ist,suffix,"('harpa', '#ist')"
dyr,svindyr,J,J,svin,prefix,"('svin#', 'dyr')"
hjärta,hjärtlig,N,J,lig,suffix,"('hjärta', '#lig')"
Spanien,spansk,N,J,sk,suffix,"('Spanien', '#sk')"
fara,erfara,V,V,er,prefix,"('er#', 'fara')"
aktiv,aktivera,J,V,era,suffix,"('aktiv', '#era')"
visa,avvisa,V,V,av,prefix,"('av#', 'visa')"
skeda,avskeda,V,V,av,prefix,"('av#', 'sked', '#a')"
resa,avresa,N,N,av,prefix,"('av#', 'resa')"
se,avse,N,V,av,prefix,"('av#', 'se')"
slöja,avslöja,V,V,av,prefix,"('av#', 'slöja')"
lida,avlida,V,V,av,prefix,"('av#', 'lida')"
gå,angå,V,V,an,prefix,"('an#', 'gå')"
lita,anlita,V,V,an,prefix,"('an#', 'lit', '#a')"
ställa,anställa,V,V,an,prefix,"('an#', 'ställa')"
isa,avisa,V,V,av,prefix,"('av#', 'isa')"
Bajen,bajare,N,N,are,suffix,"('Bajen', '#are')"
se,anse,N,V,an,prefix,"('an#', 'se')"
god,godis,J,N,is,suffix,"('god', '#is')"
watt,megawatt,N,N,mega,prefix,"('mega#', 'watt')"
arbeta,samarbeta,V,V,sam,prefix,"('sam#', 'arbete', '#a')"
sannolik,sannolikhet,J,N,het,suffix,"('sannolik', '#het')"
mata,matare,V,N,are,suffix,"('mat', '#a', '#are')"
ren,oren,J,J,o,prefix,"('o#', 'ren')"
tala,talan,N,N,an,suffix,"('tal', '#a', '#an')"
testa,testare,V,N,are,suffix,"('test', '#a', '#are')"
elefant,elefanta,N,V,a,suffix,"('elefant', '#a')"
komma,bekomma,V,V,be,prefix,"('be#', 'komma')"
mäle,genmäle,N,N,gen,prefix,"('gen#', 'mäle')"
leda,ledare,J,J,are,suffix,"('led', '#a', '#are')"
antik,antikvitet,J,N,itet,suffix,"('antik', '#itet')"
ande,andlig,N,J,lig,suffix,"('ande', '#lig')"
arkiv,arkivarie,N,N,arie,suffix,"('arkiv', '#arie')"
arkiv,arkivera,N,V,era,suffix,"('arkiv', '#era')"
arv,ärva,N,V,a,suffix,"('arv', '#a')"
Albanien,alban,N,N,an,suffix,"('Albanien', '#an')"
abdikera,abdikation,V,N,tion,suffix,"('abdikera', '#tion')"
korta,förkorta,V,V,för,prefix,"('för#', 'korta')"
låta,förlåta,V,V,för,prefix,"('för#', 'låt', '#a')"
algebra,algebraisk,N,J,isk,suffix,"('algebra', '#isk')"
parallell,antiparallell,J,J,anti,prefix,"('anti#', 'parallell')"
derivata,antiderivata,N,N,anti,prefix,"('anti#', 'derivata')"
analys,analytisk,N,J,isk,suffix,"('analys', '#isk')"
partikel,antipartikel,N,N,anti,prefix,"('anti#', 'partikel')"
mobilisera,demobilisera,V,V,de,prefix,"('de#', 'mobilisera')"
legera,legering,V,N,ing,suffix,"('legera', '#ing')"
diskret,diskretisera,J,V,isera,suffix,"('diskret', '#isera')"
kontinuerlig,diskontinuerlig,J,J,dis,prefix,"('dis#', 'kontinuerlig')"
kontinuitet,diskontinuitet,N,N,dis,prefix,"('dis#', 'kontinuitet')"
damma,damning,V,N,ning,suffix,"('damm', '#a', '#ning')"
tur,otur,N,N,o,prefix,"('o#', 'tur')"
funktion,funktionell,N,J,ell,suffix,"('fungera', '#tion', '#ell')"
över,erövra,R,V,er,prefix,"('er#', 'över')"
nick,nicka,N,V,a,suffix,"('nick', '#a')"
beräknelig,oberäknelig,J,J,o,prefix,"('o#', 'beräknelig')"
band,samband,N,N,sam,prefix,"('sam#', 'band')"
tala,betala,N,V,be,prefix,"('be#', 'tal', '#a')"
ändlig,ändligdimensionell,J,J,dimensionell,suffix,"('ändlig', '#dimensionell')"
neka,förneka,V,V,för,prefix,"('för#', 'neka')"
värde,medelvärde,N,N,medel,prefix,"('medel#', 'värde')"
släkt,släkting,N,N,ing,suffix,"('släkt', '#ing')"
invertera,inverterbar,V,J,bar,suffix,"('invertera', '#bar')"
punkt,punktlig,N,J,lig,suffix,"('punkt', '#lig')"
förstå,förståelse,V,N,else,suffix,"('för#', 'stå', '#else')"
lynne,lynnig,N,J,ig,suffix,"('lynne', '#ig')"
stor,storlek,J,N,lek,suffix,"('stor', '#lek')"
handla,misshandla,V,V,miss,prefix,"('miss#', 'handla')"
folkbokföra,folkbokföring,V,N,ing,suffix,"('folkbokföra', '#ing')"
tass,tassa,N,V,a,suffix,"('tass', '#a')"
brotta,brottning,V,N,ning,suffix,"('brotta', '#ning')"
tjäna,avtjäna,V,V,av,prefix,"('av#', 'tjäna')"
läsa,läsare,V,N,are,suffix,"('läsa', '#are')"
kommutativ,antikommutativ,J,J,anti,prefix,"('anti#', 'kommutativ')"
antikommutativ,antikommutativitet,J,N,itet,suffix,"('anti#', 'kommutativ', '#itet')"
kött,köttslig,N,J,lig,suffix,"('kött', '#lig')"
ö,halvö,N,N,halv,prefix,"('halv#', 'ö')"
Kina,kines,N,N,es,suffix,"('Kina', '#es')"
telefon,telefoni,N,N,i,suffix,"('telefon', '#i')"
modell,modella,N,V,a,suffix,"('modell', '#a')"
löpa,löpare,V,N,are,suffix,"('löp', '#a', '#are')"
mord,mordisk,V,J,isk,suffix,"('mord', '#isk')"
atom,atomär,N,J,är,suffix,"('atom', '#är')"
störa,förstöra,V,V,för,prefix,"('för#', 'störa')"
ljud,ljudlös,N,J,lös,suffix,"('ljud', '#lös')"
samvete,samvetslös,N,J,lös,suffix,"('sam#', 'vete', '#lös')"
bark,barka,N,V,a,suffix,"('bark', '#a')"
variant,kontravariant,N,J,kontra,prefix,"('kontra#', 'variant')"
fras,frasera,N,V,era,suffix,"('fras', '#era')"
materiell,materialist,J,N,ist,suffix,"('materia', '#ell', '#ist')"
apokalyptisk,postapokalyptisk,J,J,post,prefix,"('post#', 'apokalyptisk')"
överflöd,överflödig,N,J,ig,suffix,"('överflöd', '#ig')"
vana,ovana,N,N,o,prefix,"('o#', 'van', '#a')"
fisk,fiska,V,V,a,suffix,"('fisk', '#a')"
lag,laga,N,V,a,suffix,"('lag', '#a')"
orsak,orsaka,N,V,a,suffix,"('orsak', '#a')"
stava,stavelse,V,N,else,suffix,"('stava', '#else')"
blå,blåögd,J,J,ögd,suffix,"('blå', '#ögd')"
kontroll,fjärrkontroll,N,N,fjärr,prefix,"('fjärr#', 'kontroll')"
behov,behöva,N,V,a,suffix,"('behov', '#a')"
börja,början,V,N,an,suffix,"('börja', '#an')"
runda,avrunda,V,V,av,prefix,"('av#', 'rund', '#a')"
kommun,kommunal,N,J,al,suffix,"('kommun', '#al')"
buddha,buddhism,N,N,ism,suffix,"('buddha', '#ism')"
finna,befinna,V,V,be,prefix,"('be#', 'finna')"
omtänksam,omtänksamhet,J,N,het,suffix,"('omtanke', '#sam', '#het')"
faktorisera,faktoriserbar,V,J,bar,suffix,"('faktor', '#isera', '#bar')"
stava,avstava,V,V,av,prefix,"('av#', 'stava')"
ena,allena,V,J,all,prefix,"('all#', 'en', '#a')"
motivera,motivering,V,N,ing,suffix,"('motiv', '#era', '#ing')"
Egypten,egyptologi,N,N,logi,suffix,"('Egypten', '#logi')"
skepp,skeppa,N,V,a,suffix,"('skepp', '#a')"
materia,antimateria,N,N,anti,prefix,"('anti#', 'materia')"
motiv,motivera,N,V,era,suffix,"('motiv', '#era')"
fysik,fysiker,N,N,er,suffix,"('fysik', '#er')"
musik,musiker,N,N,er,suffix,"('musik', '#er')"
aktiv,reaktiv,J,J,re,prefix,"('re#', 'aktiv')"
antaglig,antagligen,J,R,en,suffix,"('antaga', '#lig', '#en')"
år,årlig,N,J,lig,suffix,"('år', '#lig')"
ära,ärlig,N,J,lig,suffix,"('ära', '#lig')"
ny,nyss,J,R,s,suffix,"('ny', '#s')"
stråla,strålning,V,N,ning,suffix,"('stråle', '#a', '#ning')"
liten,jätteliten,J,J,jätte,prefix,"('jätte#', 'liten')"
ändra,förändra,V,V,för,prefix,"('för#', 'ändra')"
röka,rökare,V,N,are,suffix,"('rök', '#a', '#are')"
tradition,traditionell,N,J,ell,suffix,"('tradition', '#ell')"
kriga,krigare,V,N,are,suffix,"('krig', '#a', '#are')"
hemlig,hemlighet,J,N,het,suffix,"('hem', '#lig', '#het')"
evolution,evolutionär,N,J,är,suffix,"('evolution', '#är')"
kultur,kulturell,N,J,ell,suffix,"('kultur', '#ell')"
drama,dramatik,N,N,ik,suffix,"('drama', '#ik')"
industri,industriell,N,J,ell,suffix,"('industri', '#ell')"
mana,maning,V,N,ing,suffix,"('mana', '#ing')"
halv,halvera,J,V,era,suffix,"('halv', '#era')"
utom,dessutom,R,R,dess,prefix,"('dess#', 'utom')"
idé,ideologi,N,N,logi,suffix,"('idé', '#logi')"
käke,käka,N,V,a,suffix,"('käke', '#a')"
biologi,hydrobiologi,N,N,hydro,prefix,"('hydro#', 'bio#', '-logi')"
nom,ekonom,N,N,eko,prefix,"('eko#', 'nom')"
biolog,hydrobiolog,N,N,hydro,prefix,"('hydro#', 'bio#', '-log')"
ekonomi,ekonomisk,N,J,isk,suffix,"('eko#', 'nom', '#i', '#isk')"
astronomi,astronomisk,N,J,isk,suffix,"('astronom', '#i', '#isk')"
toxikolog,neurotoxikolog,N,N,neuro,prefix,"('neuro#', 'toxikolog')"
toxikologi,neurotoxikologi,N,N,neuro,prefix,"('neuro#', 'toxikologi')"
toxikologi,toxikologisk,N,J,isk,suffix,"('toxikologi', '#isk')"
matematik,matematiker,N,N,er,suffix,"('matematik', '#er')"
historik,historiker,N,N,er,suffix,"('historia', '#ik', '#er')"
klimat,klimatolog,N,N,log,suffix,"('klimat', '#log')"
klimat,klimatologi,N,N,logi,suffix,"('klimat', '#logi')"
förtro,anförtro,V,V,an,prefix,"('an#', 'förtro')"
bok,boka,N,V,a,suffix,"('bok', '#a')"
stånd,ständig,N,J,ig,suffix,"('stånd', '#ig')"
hypotes,hypotetisera,N,V,isera,suffix,"('hypotes', '#isera')"
mörk,mörka,J,J,a,suffix,"('mörk', '#a')"
besätta,besättning,V,N,ning,suffix,"('be#', 'sätta', '#ning')"
baka,bagare,V,N,are,suffix,"('bak', '#a', '#are')"
kö,köa,N,V,a,suffix,"('kö', '#a')"
spö,spöa,N,V,a,suffix,"('spö', '#a')"
fånga,fängelse,V,N,else,suffix,"('fånga', '#else')"
aktiv,aktivist,J,N,ist,suffix,"('aktiv', '#ist')"
Algeriet,algeriska,N,N,ska,suffix,"('Algeriet', '#ska')"
ärlig,ärlighet,J,N,het,suffix,"('ära', '#lig', '#het')"
cykel,cykla,N,V,a,suffix,"('cykel', '#a')"
beroende,oberoende,J,J,o,prefix,"('o#', 'beroende')"
arbetslös,arbetslöshet,J,N,het,suffix,"('arbete', '#lös', '#het')"
semit,antisemit,N,N,anti,prefix,"('anti#', 'semit')"
septik,antiseptik,N,N,anti,prefix,"('anti#', 'septik')"
bu,bua,U,V,a,suffix,"('bu', '#a')"
kontra,kontring,V,N,ing,suffix,"('kontra', '#ing')"
vägra,förvägra,V,V,för,prefix,"('för#', 'vägra')"
väga,överväga,V,V,över,prefix,"('över#', 'väga')"
samlas,samling,V,N,ing,suffix,"('samlas', '#ing')"
samla,samlare,V,N,are,suffix,"('samla', '#are')"
förena,förening,V,N,ing,suffix,"('för#', 'en', '#a', '#ing')"
ord,orda,N,V,a,suffix,"('ord', '#a')"
lära,lärare,N,N,are,suffix,"('lära', '#are')"
meter,termometer,N,N,termo,prefix,"('termo#', 'meter')"
mineral,mineralogi,N,N,logi,suffix,"('mineral', '#logi')"
känsla,känslomässig,N,J,mässig,suffix,"('känsla', '#mässig')"
alkohol,alkoholism,N,N,ism,suffix,"('alkohol', '#ism')"
bokföra,bokföring,V,N,ing,suffix,"('bokföra', '#ing')"
utveckla,utveckling,V,N,ing,suffix,"('utveckla', '#ing')"
förestå,föreståndare,V,N,are,suffix,"('förestå', '#are')"
konserv,konservera,N,V,era,suffix,"('konserv', '#era')"
afghan,afghanska,N,N,ska,suffix,"('afghan', '#ska')"
jord,jorda,N,V,a,suffix,"('jord', '#a')"
planta,plantera,N,V,era,suffix,"('planta', '#era')"
krona,kröna,N,V,a,suffix,"('krona', '#a')"
ålder,ålderdom,N,N,dom,suffix,"('ålder', '#dom')"
vatten,vattna,N,V,a,suffix,"('vatten', '#a')"
dubb,dubba,N,V,a,suffix,"('dubb', '#a')"
luft,lufta,N,V,a,suffix,"('luft', '#a')"
förkyla,förkylning,V,N,ning,suffix,"('förkyla', '#ning')"
feber,febrig,N,J,ig,suffix,"('feber', '#ig')"
söka,besöka,V,V,be,prefix,"('be#', 'söka')"
ljud,ljuda,N,V,a,suffix,"('ljud', '#a')"
en,enhet,N,N,het,suffix,"('en', '#het')"
saltad,osaltad,J,J,o,prefix,"('o#', 'saltad')"
ljuv,ljuvlig,J,J,lig,suffix,"('ljuv', '#lig')"
älska,älsklig,V,J,lig,suffix,"('älska', '#lig')"
älska,älskvärd,V,J,värd,suffix,"('älska', '#värd')"
hjälp,hjälpsam,U,J,sam,suffix,"('hjälp', '#sam')"
vän,vänlig,N,J,lig,suffix,"('vän', '#lig')"
omtanke,omtänksam,N,J,sam,suffix,"('omtanke', '#sam')"
leda,ledning,J,N,ning,suffix,"('led', '#a', '#ning')"
glitter,glittra,N,V,a,suffix,"('glitter', '#a')"
duk,duka,N,V,a,suffix,"('duk', '#a')"
uppsätta,uppsättning,V,N,ning,suffix,"('upp#', 'sätta', '#ning')"
blank,blankhet,J,N,het,suffix,"('blank', '#het')"
avvika,avvikelse,V,N,else,suffix,"('avvika', '#else')"
länk,hyperlänk,N,N,hyper,prefix,"('hyper#', 'länk')"
länk,länka,N,V,a,suffix,"('länk', '#a')"
spik,spika,N,V,a,suffix,"('spik', '#a')"
beslut,besluta,N,V,a,suffix,"('be#', 'slut', '#a')"
ändlig,oändlig,J,J,o,prefix,"('o#', 'ändlig')"
arbeta,bearbeta,V,V,be,prefix,"('be#', 'arbete', '#a')"
sann,osann,J,J,o,prefix,"('o#', 'sann')"
bluffa,bluffare,V,N,are,suffix,"('bluff', '#a', '#are')"
orm,orma,N,V,a,suffix,"('orm', '#a')"
spara,sparsam,V,J,sam,suffix,"('spara', '#sam')"
rannsaka,rannsakan,V,N,an,suffix,"('rannsaka', '#an')"
tillgiven,tillgivenhet,J,N,het,suffix,"('tillgiven', '#het')"
bo,sambo,N,N,sam,prefix,"('sam#', 'bo')"
rolig,orolig,J,J,o,prefix,"('o#', 'rolig')"
koppla,koppling,V,N,ing,suffix,"('koppla', '#ing')"
germanska,urgermanska,N,N,ur,prefix,"('ur#', 'germanska')"
gift,förgifta,N,V,för,prefix,"('för#', 'gift')"
skuld,oskuld,N,N,o,prefix,"('o#', 'skuld')"
öppen,öppna,J,J,a,suffix,"('öppen', '#a')"
skicklig,skicklighet,J,N,het,suffix,"('skicka', '#lig', '#het')"
Italien,italiensk,N,J,sk,suffix,"('Italien', '#sk')"
lycka,olycka,N,N,o,prefix,"('o#', 'lycka')"
ost,ostlig,N,J,lig,suffix,"('ost', '#lig')"
väst,västlig,N,J,lig,suffix,"('väst', '#lig')"
röst,rösta,N,V,a,suffix,"('röst', '#a')"
församla,församling,V,N,ing,suffix,"('för#', 'samla', '#ing')"
teism,monoteism,N,N,mono,prefix,"('mono#', 'teism')"
sluta,avsluta,V,V,av,prefix,"('av#', 'slut', '#a')"
söka,försöka,V,V,för,prefix,"('för#', 'söka')"
jude,judinna,N,N,inna,suffix,"('jude', '#inna')"
