source_word,target_word,source_pos,target_pos,morpheme,type,segments
hvaliti,zahvaliti,V,V,za,prefix,"('za#', 'hvaliti')"
lijep,ljepota,J,N,ota,suffix,"('lijep', '#ota')"
lep,lepota,N,N,ota,suffix,"('lep', '#ota')"
marama,maramica,N,N,ica,suffix,"('marama', '#ica')"
визија,телевизија,N,N,теле,prefix,"('теле#', 'визија')"
vizija,televizija,N,N,tele,prefix,"('tele#', 'vizija')"
kam,kamen,N,N,en,suffix,"('kam', '#en')"
пека,пекара,N,N,ра,suffix,"('пека', '#ра')"
peka,pekar,N,N,ar,suffix,"('peka', '#ar')"
зид,зидар,N,N,ар,suffix,"('зид', '#ар')"
zid,zidar,N,N,ar,suffix,"('zid', '#ar')"
cunámi,telecunami,N,N,tele,prefix,"('tele#', 'cunámi')"
bog,Božić,N,N,ić,suffix,"('bog', '#ić')"
муслиман,муслиманка,N,N,ка,suffix,"('муслиман', '#ка')"
musliman,muslimanka,N,N,ka,suffix,"('musliman', '#ka')"
трава,травка,N,N,ка,suffix,"('трава', '#ка')"
мезар,мезарје,N,N,је,suffix,"('мезар', '#је')"
mezar,mezarje,N,N,je,suffix,"('mezar', '#je')"
guz,guzica,N,N,ica,suffix,"('guz', '#ica')"
гуз,гузица,N,N,ица,suffix,"('гуз', '#ица')"
фа̑рбати,офарбати,V,V,о,prefix,"('о#', 'фа̑рбати')"
fȃrbati,ofarbati,V,V,o,prefix,"('o#', 'fȃrbati')"
мре̏жа,електромрежа,N,N,електро,prefix,"('електро#', 'мре̏жа')"
mreža,elektromreža,N,N,elektro,prefix,"('elektro#', 'mreža')"
апотека,апотекар,N,N,ар,suffix,"('апотека', '#ар')"
apoteka,apotekar,N,N,ar,suffix,"('apoteka', '#ar')"
trava,travka,N,N,ka,suffix,"('trava', '#ka')"
један,јединица,J,N,ица,suffix,"('један', '#ица')"
jedan,jedinica,J,N,ica,suffix,"('jedan', '#ica')"
град,градоначелник,N,N,начелник,suffix,"('град', '#начелник')"
grad,gradonačelnik,N,N,načelnik,suffix,"('grad', '#načelnik')"
око,предочити,N,V,пред,prefix,"('пред#', 'око')"
oko,predočiti,N,V,pred,prefix,"('pred#', 'oko')"
псовати,опсовати,V,V,о,prefix,"('о#', 'псовати')"
psovati,opsovati,V,V,o,prefix,"('o#', 'psovati')"
клети,проклети,V,V,про,prefix,"('про#', 'клети')"
kleti,prokleti,V,V,pro,prefix,"('pro#', 'kleti')"
клети,уклети,V,V,у,prefix,"('у#', 'клети')"
kleti,ukleti,V,V,u,prefix,"('u#', 'kleti')"
говор,одговор,N,N,од,prefix,"('од#', 'говор')"
govor,odgovor,N,N,od,prefix,"('od#', 'govor')"
сапун,сапуница,N,N,ица,suffix,"('сапун', '#ица')"
brz,brzina,J,N,ina,suffix,"('brz', '#ina')"
брз,брзина,J,N,ина,suffix,"('брз', '#ина')"
car,carina,N,N,ina,suffix,"('car', '#ina')"
jȃk,jako,R,R,o,suffix,"('jȃk', '#o')"
mlad,mladež,J,N,ež,suffix,"('mlad', '#ež')"
млад,младеж,J,N,еж,suffix,"('млад', '#еж')"
гу̏жвати,згужвати,V,V,с,prefix,"('с#', 'гу̏жвати')"
gužvati,zgužvati,V,V,s,prefix,"('s#', 'gužvati')"
избрѝсив,неизбрисив,J,J,не,prefix,"('не#', 'избрѝсив')"
izbrìsiv,neizbrisiv,J,J,ne,prefix,"('ne#', 'izbrìsiv')"
tok,potok,N,N,po,prefix,"('po#', 'tok')"
ток,поток,N,N,по,prefix,"('по#', 'ток')"
brati,sabrati,V,V,sa,prefix,"('sa#', 'brati')"
gar,ugar,N,N,u,prefix,"('u#', 'gar')"
hiniti,hina,V,N,a,suffix,"('hiniti', '#a')"
riječ,rječnik,N,N,nik,suffix,"('riječ', '#nik')"
ко̏,неко,R,R,не,prefix,"('не#', 'ко̏')"
učen,učenik,J,N,ik,suffix,"('učen', '#ik')"
jug,južina,N,N,ina,suffix,"('jug', '#ina')"
tok,otok,N,N,o,prefix,"('o#', 'tok')"
piti,pitak,V,J,ak,suffix,"('piti', '#ak')"
gláva,glavni,N,N,ni,suffix,"('gláva', '#ni')"
čelnik,načelnik,N,N,na,prefix,"('na#', 'čelnik')"
зуб,зубар,N,N,ар,suffix,"('зуб', '#ар')"
zub,zubar,N,N,ar,suffix,"('zub', '#ar')"
пуп,пупак,N,N,ак,suffix,"('пуп', '#ак')"
pup,pupak,N,N,ak,suffix,"('pup', '#ak')"
јутра,сутра,N,N,с,prefix,"('с#', 'јутра')"
друг,другар,N,N,ар,suffix,"('друг', '#ар')"
san,besan,N,J,bez,prefix,"('bez#', 'san')"
гутати,прогутати,V,V,про,prefix,"('про#', 'гутати')"
gutati,progutati,V,V,pro,prefix,"('pro#', 'gutati')"
слушати,послушати,V,V,по,prefix,"('по#', 'слушати')"
slušati,poslušati,V,V,po,prefix,"('po#', 'slušati')"
pad,padež,N,N,ež,suffix,"('pad', '#ež')"
vesti,prevesti,V,V,pre,prefix,"('pre#', 'vesti')"
живот,животопис,N,N,опис,suffix,"('живот', '#опис')"
далек,издалека,J,R,из,prefix,"('из#', 'далек')"
bol,bolest,N,N,est,suffix,"('bol', '#est')"
potom,potomstvo,R,N,stvo,suffix,"('potom', '#stvo')"
ložiti,prijedlog,V,N,pred,prefix,"('pred#', 'ložiti')"
orati,uzorati,V,V,uz,prefix,"('uz#', 'orati')"
орати,узорати,V,V,уз,prefix,"('уз#', 'орати')"
бећар,бећаруша,N,N,уша,suffix,"('бећар', '#уша')"
bećar,bećaruša,N,N,uša,suffix,"('bećar', '#uša')"
služiti,služba,V,N,ba,suffix,"('služiti', '#ba')"
učitelj,učiteljica,N,N,ica,suffix,"('učiti', '#telj', '#ica')"
учитељ,учитељица,N,N,ица,suffix,"('учити', '#тељ', '#ица')"
saharin,saharoza,N,N,oza,suffix,"('saharin', '#oza')"
zdrav,pozdrav,J,N,po,prefix,"('po#', 'zdrav')"
stati,prestati,V,V,pre,prefix,"('pre#', 'stati')"
stati,postati,V,V,po,prefix,"('po#', 'stati')"
maca,macan,N,N,an,suffix,"('maca', '#an')"
lov,lovac,N,N,ac,suffix,"('lov', '#ac')"
Ivo,Iva,N,N,a,suffix,"('Ivo', '#a')"
učiti,sveučilište,V,N,sve,prefix,"('sve#', 'učiti')"
rod,porod,N,N,po,prefix,"('po#', 'rod')"
red,pored,N,U,po,prefix,"('po#', 'red')"
prȃvda,nepravda,N,N,ne,prefix,"('ne#', 'prȃvda')"
гонити,погон,V,N,по,prefix,"('по#', 'гонити')"
Asirija,asirologija,N,N,logija,suffix,"('Asirija', '#logija')"
sjekira,sjekirica,N,N,ica,suffix,"('sjekira', '#ica')"
sekira,sekirica,N,N,ica,suffix,"('sekira', '#ica')"
секира,секирица,N,N,ица,suffix,"('секира', '#ица')"
udova,udovica,N,N,ica,suffix,"('udova', '#ica')"
glȃs,glazba,N,N,ba,suffix,"('glȃs', '#ba')"
oči,naočale,N,U,na,prefix,"('na#', 'oči')"
vȉsiti,visak,V,N,ak,suffix,"('vȉsiti', '#ak')"
misao,smisao,N,N,s,prefix,"('s#', 'misao')"
knjiga,knjižara,N,N,ara,suffix,"('knjiga', '#ara')"
Ivan,Ivana,N,N,a,suffix,"('Ivan', '#a')"
mlad,mladac,J,N,ac,suffix,"('mlad', '#ac')"
brat,bratac,N,N,ac,suffix,"('brat', '#ac')"
homoseksualan,homoseksualnost,J,N,ost,suffix,"('homoseksualan', '#ost')"
брат,братац,N,N,ац,suffix,"('брат', '#ац')"
млад,младац,J,N,ац,suffix,"('млад', '#ац')"
normalan,abnormalan,J,J,ab,prefix,"('ab#', 'normalan')"
brȁt,bratstvo,N,N,stvo,suffix,"('brȁt', '#stvo')"
brat,bratić,N,N,ić,suffix,"('brat', '#ić')"
bat,batina,N,N,ina,suffix,"('bat', '#ina')"
baždar,baždariti,N,V,iti,suffix,"('baždar', '#iti')"
tèhnika,agrotehnika,N,N,agro,prefix,"('agro#', 'tèhnika')"
glas,naglasak,N,N,na,prefix,"('na#', 'glas')"
vijest,povijest,N,N,po,prefix,"('po#', 'vijest')"
nȍvinār,novinarstvo,N,N,stvo,suffix,"('nȍvinār', '#stvo')"
tèhnika,elektrotehnika,N,N,elektro,prefix,"('elektro#', 'tèhnika')"
abnormalan,abnormalnost,J,N,ost,suffix,"('ab#', 'normalan', '#ost')"
abonent,abonentica,N,N,ica,suffix,"('abonent', '#ica')"
abonent,abonentkinja,N,N,kinja,suffix,"('abonent', '#kinja')"
mȃran,nemaran,J,J,ne,prefix,"('ne#', 'mȃran')"
marno,nemarno,R,R,ne,prefix,"('ne#', 'marno')"
mȃr,nemar,N,N,ne,prefix,"('ne#', 'mȃr')"
alat,alatka,N,N,ka,suffix,"('alat', '#ka')"
poslanstvo,veleposlanstvo,N,N,vele,prefix,"('vele#', 'poslanstvo')"
dno,bezdan,N,N,bez,prefix,"('bez#', 'dno')"
adresa,adresat,N,N,at,suffix,"('adresa', '#at')"
nacionalni,anacionalan,J,J,a,prefix,"('a#', 'nacionalni')"
anđeo,anđelak,N,N,lak,suffix,"('anđeo', '#lak')"
anđeo,anđelčić,N,N,čić,suffix,"('anđeo', '#čić')"
kemija,biokemija,N,N,bio,prefix,"('bio#', 'kemija')"
čȉst,čistota,R,N,ota,suffix,"('čȉst', '#ota')"
linč,linčovati,N,V,ovati,suffix,"('linč', '#ovati')"
srebro,srebrenjak,N,N,njak,suffix,"('srebro', '#njak')"
srebro,srebrnjak,N,N,njak,suffix,"('srebro', '#njak')"
biti,ubiti,V,V,u,prefix,"('u#', 'biti')"
òvisan,neovisan,J,J,ne,prefix,"('ne#', 'òvisan')"
alkoholizam,antialkoholizam,N,N,anti,prefix,"('anti#', 'alkohol', '#izam')"
ciklona,anticiklona,N,N,anti,prefix,"('anti#', 'ciklona')"
rȅligiōzan,antireligiozan,J,J,anti,prefix,"('anti#', 'rȅligiōzan')"
Sèmīt,antisemit,N,N,anti,prefix,"('anti#', 'Sèmīt')"
sȍcijālan,antisocijalan,J,J,anti,prefix,"('anti#', 'sȍcijālan')"
podne,popodne,N,N,po,prefix,"('po#', 'podne')"
poznati,upoznati,V,V,u,prefix,"('u#', 'po#', 'znati')"
leđa,zaleđe,N,N,za,prefix,"('za#', 'leđa')"
ставити,оставити,V,V,о,prefix,"('о#', 'ставити')"
бити,побити,V,V,по,prefix,"('по#', 'бити')"
писати,написати,V,V,на,prefix,"('на#', 'писати')"
казати,показати,V,V,по,prefix,"('по#', 'казати')"
клонити,поклонити,V,V,по,prefix,"('по#', 'клонити')"
sprinter,sprinterica,N,N,ica,suffix,"('sprinter', '#ica')"
print,printati,N,V,ati,suffix,"('print', '#ati')"
princ,princeza,N,N,eza,suffix,"('princ', '#eza')"
стати,остати,V,V,о,prefix,"('о#', 'стати')"
кадити,кадило,V,N,ло,suffix,"('кадити', '#ло')"
стати,пристати,V,V,при,prefix,"('при#', 'стати')"
staviti,dostaviti,V,V,do,prefix,"('do#', 'staviti')"
zȏr,prizor,N,N,pri,prefix,"('pri#', 'zȏr')"
močiti,namočiti,V,V,na,prefix,"('na#', 'močiti')"
dićipodići,podići,U,U,po,prefix,"('po#', 'dićipodići')"
dijeliti,podijeliti,V,V,po,prefix,"('po#', 'dijeliti')"
kloniti,nakloniti,V,V,na,prefix,"('na#', 'kloniti')"
pisati,opisati,V,V,o,prefix,"('o#', 'pisati')"
plesti,rasplesti,V,V,raz,prefix,"('raz#', 'plesti')"
sjetiti,prisjetiti,V,V,pri,prefix,"('pri#', 'sjetiti')"
mag,magija,N,N,ija,suffix,"('mag', '#ija')"
kovati,potkovati,V,V,pod,prefix,"('pod#', 'kovati')"
biti,probiti,V,V,pro,prefix,"('pro#', 'biti')"
buditi,probuditi,V,V,pro,prefix,"('pro#', 'buditi')"
mjeriti,zamjeriti,V,V,za,prefix,"('za#', 'mjeriti')"
graditi,ograda,V,N,o,prefix,"('o#', 'graditi')"
gubiti,izgubiti,V,V,iz,prefix,"('iz#', 'gubiti')"
kititi,okititi,V,V,o,prefix,"('o#', 'kȉta', '#iti')"
kupiti,okupiti,V,V,o,prefix,"('o#', 'kupiti')"
kolìko,nekoliko,R,R,ne,prefix,"('ne#', 'kolìko')"
konop,konopac,N,N,ac,suffix,"('konop', '#ac')"
mrijeti,umrijeti,V,V,u,prefix,"('u#', 'mrijeti')"
ići,doći,V,V,do,prefix,"('do#', 'ići')"
boja,bojati,N,U,ti,suffix,"('boja', '#ti')"
dijeliti,razdijeliti,V,V,raz,prefix,"('raz#', 'dijeliti')"
krenuti,skrenuti,V,V,s,prefix,"('s#', 'krenuti')"
tisnuti,stisnuti,V,V,s,prefix,"('s#', 'tisnuti')"
lediti,zalediti,V,V,za,prefix,"('za#', 'lediti')"
teći,oteći,V,V,od,prefix,"('od#', 'teći')"
teći,oteći,V,U,o,prefix,"('od#', 'teći')"
bog,zbog,N,U,s,prefix,"('s#', 'bog')"
curiti,procuriti,V,V,pro,prefix,"('pro#', 'curiti')"
kvariti,pokvariti,V,V,po,prefix,"('po#', 'kvariti')"
sukati,nasukati,V,V,na,prefix,"('na#', 'sukati')"
dȉmiti,zadimiti,V,V,za,prefix,"('za#', 'dȉmiti')"
cviliti,cviljenje,V,N,enje,suffix,"('cviliti', '#enje')"
pušiti,pušač,V,N,ač,suffix,"('pušiti', '#ač')"
stol,stolnjak,N,N,njak,suffix,"('stol', '#njak')"
lešina,lešinar,N,N,ar,suffix,"('leš', '#ina', '#ar')"
sila,siledžija,N,N,edžija,suffix,"('sila', '#edžija')"
platiti,besplatan,V,J,bez,prefix,"('bez#', 'platiti')"
ogràničen,neograničen,J,J,ne,prefix,"('ne#', 'ogràničen')"
star,starješina,J,N,ešina,suffix,"('star', '#ešina')"
lajati,lavež,V,N,ež,suffix,"('lajati', '#ež')"
drijem,drijemež,N,N,ež,suffix,"('drijem', '#ež')"
crtati,crtež,V,N,ež,suffix,"('crtati', '#ež')"
lik,slika,N,N,s,prefix,"('s#', 'lik')"
slastičar,slastičarna,N,N,na,suffix,"('slastičar', '#na')"
staviti,ostaviti,V,V,o,prefix,"('o#', 'staviti')"
škola,školetina,N,N,etina,suffix,"('škola', '#etina')"
prijatelj,prijateljica,N,N,ica,suffix,"('prijatelj', '#ica')"
žal,žalost,N,N,ost,suffix,"('žal', '#ost')"
dobar,dobrota,J,N,ota,suffix,"('dobar', '#ota')"
tvoriti,tvorba,V,N,ba,suffix,"('tvoriti', '#ba')"
paliti,palež,V,N,ež,suffix,"('paliti', '#ež')"
bijes,obijest,N,N,o,prefix,"('o#', 'bijes')"
curiti,iscuriti,V,V,iz,prefix,"('iz#', 'curiti')"
vrh,svrha,N,N,s,prefix,"('s#', 'vrh')"
rezati,podrezati,V,V,pod,prefix,"('pod#', 'rezati')"
lȉti,proliti,V,V,pro,prefix,"('pro#', 'lȉti')"
prìjēmnīk,radioprijemnik,N,N,radio,prefix,"('radio#', 'prìjēmnīk')"
odašìljāč,radioodašiljač,N,N,radio,prefix,"('radio#', 'odašìljāč')"
družiti,pridružiti,V,V,pri,prefix,"('pri#', 'družiti')"
nov,novost,J,N,ost,suffix,"('nov', '#ost')"
нов,новост,J,N,ост,suffix,"('нов', '#ост')"
дружити,придружити,V,V,при,prefix,"('при#', 'дружити')"
kriviti,okriviti,V,V,o,prefix,"('o#', 'kriviti')"
ли̏ти,пролити,V,V,про,prefix,"('про#', 'ли̏ти')"
резати,подрезати,V,V,под,prefix,"('под#', 'резати')"
цурити,исцурити,V,V,из,prefix,"('из#', 'цурити')"
tipka,tipkovnica,N,N,ovnica,suffix,"('tipka', '#ovnica')"
žar,požar,N,N,po,prefix,"('po#', 'žar')"
paliti,upaliti,V,V,u,prefix,"('u#', 'paliti')"
paliti,zapaliti,V,V,za,prefix,"('za#', 'paliti')"
suditi,osuditi,V,V,o,prefix,"('o#', 'suditi')"
suditi,presuditi,V,V,pre,prefix,"('pre#', 'suditi')"
skop,episkop,N,N,epi,prefix,"('epi#', 'skop')"
štetiti,oštetiti,V,V,o,prefix,"('o#', 'štetiti')"
voditi,uvoditi,V,V,u,prefix,"('u#', 'voditi')"
računati,zaračunati,V,V,za,prefix,"('za#', 'računati')"
moći,pomoći,V,V,po,prefix,"('po#', 'moći')"
hrabriti,ohrabriti,V,V,o,prefix,"('o#', 'hrabriti')"
piti,popiti,V,V,po,prefix,"('po#', 'piti')"
sjȁti,obasjati,V,V,oba,prefix,"('oba#', 'sjȁti')"
strašiti,prestrašiti,V,V,pre,prefix,"('pre#', 'strašiti')"
lediti,odlediti,V,V,od,prefix,"('od#', 'lediti')"
tražiti,istražiti,V,V,iz,prefix,"('iz#', 'tražiti')"
tući,istući,V,V,iz,prefix,"('iz#', 'tući')"
bosti,podbosti,V,V,pod,prefix,"('pod#', 'bosti')"
prost,oprostiti,J,V,o,prefix,"('o#', 'prost')"
trošiti,potrošiti,V,V,po,prefix,"('po#', 'trošiti')"
boraviti,zaboraviti,V,V,za,prefix,"('za#', 'boraviti')"
suditi,posuditi,V,V,po,prefix,"('po#', 'suditi')"
braniti,zabraniti,V,V,za,prefix,"('za#', 'braniti')"
kriti,sakriti,V,V,sa,prefix,"('sa#', 'kriti')"
ići,naći,V,V,na,prefix,"('na#', 'ići')"
sjećati,osjećati,V,V,o,prefix,"('o#', 'sjećati')"
sjetiti,osjetiti,V,V,o,prefix,"('o#', 'sjetiti')"
gojiti,uzgojiti,V,V,uz,prefix,"('uz#', 'gojiti')"
umòriti,umorstvo,V,N,stvo,suffix,"('umòriti', '#stvo')"
množiti,pomnožiti,V,V,po,prefix,"('po#', 'množiti')"
oprez,oprezan,N,J,an,suffix,"('oprez', '#an')"
zvati,pozvati,V,V,po,prefix,"('po#', 'zvati')"
stav,ustav,N,N,u,prefix,"('u#', 'stav')"
lijek,liječnik,N,N,nik,suffix,"('lijek', '#nik')"
stradati,nastradati,V,V,na,prefix,"('na#', 'stradati')"
dȉm,dimiti,N,V,iti,suffix,"('dȉm', '#iti')"
slikati,naslikati,V,V,na,prefix,"('na#', 'slikati')"
dob,razdoblje,N,N,raz,prefix,"('raz#', 'dob')"
piti,opiti,V,V,o,prefix,"('o#', 'piti')"
duh,dušnik,N,N,nik,suffix,"('duh', '#nik')"
svoj,svojstvo,J,N,stvo,suffix,"('svoj', '#stvo')"
prazan,praznina,J,N,ina,suffix,"('prazan', '#ina')"
ruka,ručetina,N,N,etina,suffix,"('ruka', '#etina')"
ruka,ručica,N,N,ica,suffix,"('ruka', '#ica')"
rukav,rukavac,N,N,ac,suffix,"('rukav', '#ac')"
ruka,rukopis,N,N,pis,suffix,"('ruka', '#pis')"
primjer,primjerak,N,N,ak,suffix,"('primjer', '#ak')"
primjer,primjeren,N,J,en,suffix,"('primjer', '#en')"
trkač,trkačica,N,N,ica,suffix,"('trkač', '#ica')"
piti,otpiti,V,V,od,prefix,"('od#', 'piti')"
znȁti,priznati,V,V,pri,prefix,"('pri#', 'znȁti')"
grijati,podgrijati,V,V,pod,prefix,"('pod#', 'grijati')"
mȅsti,smesti,V,V,s,prefix,"('s#', 'mȅsti')"
trijebiti,istrijebiti,V,V,iz,prefix,"('iz#', 'trijebiti')"
dignuti,podignuti,V,V,po,prefix,"('po#', 'dignuti')"
klobuk,klobučar,N,N,ar,suffix,"('klobuk', '#ar')"
boca,bočica,N,N,ica,suffix,"('boca', '#ica')"
red,redak,N,N,ak,suffix,"('red', '#ak')"
igrač,igračica,N,N,ica,suffix,"('igrač', '#ica')"
igra,igračka,N,N,čka,suffix,"('igra', '#čka')"
reći,proreći,V,V,pro,prefix,"('pro#', 'reći')"
obožavatelj,obožavateljica,N,N,ica,suffix,"('obožavatelj', '#ica')"
pustiti,popustiti,V,V,po,prefix,"('po#', 'pustiti')"
mjeriti,izmjeriti,V,V,iz,prefix,"('iz#', 'mjeriti')"
razbor,razborit,N,J,it,suffix,"('razbor', '#it')"
viđati,predviđati,V,V,pred,prefix,"('pred#', 'viđati')"
pustiti,dopustiti,V,V,do,prefix,"('do#', 'pustiti')"
maknuti,zamaknuti,V,V,za,prefix,"('za#', 'maknuti')"
teći,steći,V,U,s,prefix,"('s#', 'teći')"
reći,izreći,V,V,iz,prefix,"('iz#', 'reći')"
kopati,iskopati,V,V,iz,prefix,"('iz#', 'kopati')"
teći,proteći,V,U,pro,prefix,"('pro#', 'teći')"
čúvati,pričuvati,V,V,pri,prefix,"('pri#', 'čúvati')"
mamiti,izmamiti,V,V,iz,prefix,"('iz#', 'mamiti')"
poznati,prepoznati,V,V,pre,prefix,"('pre#', 'po#', 'znati')"
kidati,raskidati,V,V,raz,prefix,"('raz#', 'kidati')"
davati,predavati,V,V,pre,prefix,"('pre#', 'davati')"
misliti,domisliti,V,V,do,prefix,"('do#', 'misliti')"
vidjeti,predvidjeti,V,V,pred,prefix,"('pred#', 'vidjeti')"
štit,štititi,N,V,iti,suffix,"('štit', '#iti')"
tȑgati,rastrgati,V,V,ràz,prefix,"('ràz#', 'tȑgati')"
činiti,podčiniti,V,V,pod,prefix,"('pod#', 'činiti')"
kuća,kućica,N,N,ica,suffix,"('kuća', '#ica')"
tužiti,rastužiti,V,V,ras,prefix,"('ras#', 'tužiti')"
ìći,prići,V,V,pri,prefix,"('pri#', 'ìći')"
vladati,prevladati,V,V,pre,prefix,"('pre#', 'vladati')"
tjerati,natjerati,V,V,na,prefix,"('na#', 'tjerati')"
susjed,susjeda,N,N,a,suffix,"('susjed', '#a')"
motati,odmotati,V,V,od,prefix,"('od#', 'motati')"
sȉliti,prisiliti,V,V,pri,prefix,"('pri#', 'sȉliti')"
pustiti,opustiti,V,V,o,prefix,"('o#', 'pustiti')"
puštati,opuštati,V,V,o,prefix,"('o#', 'puštati')"
poznavati,upoznavati,V,V,u,prefix,"('u#', 'poznavati')"
jasniti,pojasniti,V,V,po,prefix,"('po#', 'jasniti')"
потом,потомство,R,N,ство,suffix,"('потом', '#ство')"
simetrija,asimetrija,N,N,a,prefix,"('a#', 'simetrija')"
лешина,лешинар,N,N,ар,suffix,"('леш', '#ина', '#ар')"
леш,лешина,N,N,ина,suffix,"('леш', '#ина')"
leš,lešina,N,N,ina,suffix,"('leš', '#ina')"
mreti,umreti,V,V,u,prefix,"('u#', 'mreti')"
govoriti,odgovoriti,V,V,od,prefix,"('od#', 'govor', '#iti')"
mati,maternica,N,N,nica,suffix,"('mati', '#nica')"
poznati,spoznati,V,V,s,prefix,"('s#', 'po#', 'znati')"
nos,nosić,N,N,ić,suffix,"('nos', '#ić')"
ставити,поставити,V,V,по,prefix,"('по#', 'ставити')"
pasti,opasti,V,V,o,prefix,"('o#', 'pasti')"
градити,оградити,V,V,о,prefix,"('о#', 'градити')"
stati,pristati,V,V,pri,prefix,"('pri#', 'stati')"
štȍ,nešto,U,U,ne,prefix,"('ne#', 'štȍ')"
šta,ništa,U,U,ni,prefix,"('ni#', 'šta')"
учен,ученик,J,N,ик,suffix,"('учен', '#ик')"
учен,ученица,J,N,ица,suffix,"('учен', '#ица')"
peći,pecivo,V,N,ivo,suffix,"('peći', '#ivo')"
mjeriti,mjerilo,V,N,lo,suffix,"('mjeriti', '#lo')"
òrao,orlušina,N,N,ina,suffix,"('òrao', '#ina')"
prȉsutan,sveprisutan,J,J,sve,prefix,"('sve#', 'prȉsutan')"
ȕčen,veleučen,N,N,vele,prefix,"('vele#', 'ȕčen')"
ȗman,veleuman,J,J,vele,prefix,"('vele#', 'ȗman')"
bog,bezbožan,N,J,bez,prefix,"('bez#', 'bog')"
uman,bezuman,J,J,bez,prefix,"('bez#', 'uman')"
mogúćnōst,svemogućnost,N,N,sve,prefix,"('sve#', 'mogúćnōst')"
stric,stričev,N,J,ev,suffix,"('stric', '#ev')"
žalost,nažalost,N,R,na,prefix,"('na#', 'žal', '#ost')"
kȁd,nekad,R,R,ne,prefix,"('ne#', 'kȁd')"
