source_word,target_word,source_pos,target_pos,morpheme,type,segments
termin,terminator,N,N,ator,suffix,"('termin', '#ator')"
baba,babka,J,N,ka,suffix,"('baba', '#ka')"
Anglia,angol,N,N,ol,suffix,"('Angl', '#ia', '#ol')"
dół,dolina,N,N,ina,suffix,"('dół', '#ina')"
plon,międzyplon,N,N,między,prefix,"('między#', 'plon')"
mulcz,mulczować,N,V,ować,suffix,"('mulcz', '#ować')"
obły,oblak,J,N,ak,suffix,"('obły', '#ak')"
mrówka,mrównik,N,N,nik,suffix,"('mrówka', '#nik')"
ucho,uszny,N,J,ny,suffix,maximum recursion depth exceeded
Polak,Polka,N,N,ka,suffix,"('pole', '#ak', '#ka')"
mulczować,mulczujący,V,J,ący,suffix,"('mulcz', '#ować', '#ący')"
mulczować,mulczowanie,V,N,anie,suffix,"('mulcz', '#ować', '#anie')"
pisać,pismo,V,N,mo,suffix,"('pisać', '#mo')"
kot,kotka,N,N,ka,suffix,"('kot', '#ka')"
aktor,aktorka,N,N,ka,suffix,"('aktor', '#ka')"
kowal,Kowalska,N,N,ska,suffix,"('kowal', '#ska')"
kowal,Kowalski,N,N,ski,suffix,"('kowal', '#ski')"
kuna,kuni,N,J,i,suffix,"('kuna', '#i')"
orać,orka,V,N,ka,suffix,"('orać', '#ka')"
róża,różowy,N,J,owy,suffix,"('róż', '#a', '#owy')"
brąz,brązowy,N,J,owy,suffix,"('brąz', '#owy')"
niebo,niebieski,N,J,ski,suffix,"('niebo', '#ski')"
rozebrać,rozbierać,V,V,ać,suffix,"('roze#', 'brać', '#ać')"
sen,snowy,N,J,owy,suffix,"('sen', '#owy')"
co,coś,N,U,ś,suffix,"('co', '#ś')"
kto,ktoś,N,U,ś,suffix,"('kto', '#ś')"
lekko,lekce,R,R,e,suffix,"('lekki', '#o', '#e')"
tarń,tarka,N,N,ka,suffix,"('tarń', '#ka')"
brat,brach,N,N,ch,suffix,"('brat', '#ch')"
dać,dany,V,U,any,suffix,"('dać', '#any')"
lotny,lotnisko,J,N,isko,suffix,"('lot', '#ny', '#isko')"
chemia,chemiczny,N,J,iczny,suffix,"('chemia', '#iczny')"
mięso,mięsień,N,N,eń,suffix,"('mięso', '#eń')"
kocioł,kotlina,N,N,ina,suffix,"('kocioł', '#ina')"
córa,córka,N,N,ka,suffix,"('córa', '#ka')"
stary,stara,J,N,a,suffix,"('stary', '#a')"
lipa,lipiec,N,N,iec,suffix,"('lipa', '#iec')"
sierp,sierpień,N,N,eń,suffix,"('sierp', '#eń')"
wrzos,wrzesień,N,N,eń,suffix,"('wrzos', '#eń')"
paździerz,październik,N,N,nik,suffix,"('paździerz', '#nik')"
siadać,posiadać,V,V,po,prefix,"('po#', 'siad', '#ać')"
konać,pokonać,V,V,po,prefix,"('po#', 'konać')"
łamać,złamać,V,V,z,prefix,"('z#', 'łamać')"
kula,kulka,N,N,ka,suffix,"('kula', '#ka')"
częsty,często,J,R,o,suffix,"('częsty', '#o')"
śniadać,śniadanie,V,N,anie,suffix,"('śniadać', '#anie')"
lśnić,lśniący,V,J,ący,suffix,"('lśnić', '#ący')"
ogon,ogonek,N,N,ek,suffix,"('ogon', '#ek')"
szkoda,szkodzić,N,V,ić,suffix,"('szkoda', '#ić')"
widzieć,widzenie,V,N,enie,suffix,"('widz', '#eć', '#enie')"
nazwać,nazywać,V,V,ać,suffix,"('na#', 'zwać', '#ać')"
nazwać,nazwisko,V,N,isko,suffix,"('na#', 'zwać', '#isko')"
chód,samochód,N,N,samo,prefix,"('samo#', 'chód')"
ołów,ołówek,N,N,ek,suffix,"('ołów', '#ek')"
przyjemny,przyjemność,J,N,ość,suffix,"('przy#', 'jąć', '#ny', '#ość')"
wygodny,wygodnie,J,R,ie,suffix,"('wygoda', '#ny', '#ie')"
kręcić,skręcić,U,V,s,prefix,"('s#', 'kręty', '#ić')"
zwiedzić,zwiedzać,V,V,ać,suffix,"('z#', '*věditi', '#ać')"
wybrać,wybierać,V,V,ać,suffix,"('wy#', 'brać', '#ać')"
skrzyżować,skrzyżowanie,V,N,anie,suffix,"('s#', 'krzyż', '#ować', '#anie')"
zdjąć,zdjęcie,V,N,ęcie,suffix,"('z#', 'jąć', '#ęcie')"
zostawić,zostawiać,V,V,ać,suffix,"('z#', 'o#', 'stawić', '#ać')"
pederasta,pedał,N,N,ał,suffix,"('pederasta', '#ał')"
ontologia,paleontologia,N,N,paleo,prefix,"('paleo#', 'ontologia')"
miś,misi,N,J,i,suffix,"('miś', '#i')"
wiatr,wiatrak,N,N,ak,suffix,"('wiatr', '#ak')"
kita,kitka,N,N,ka,suffix,"('kita', '#ka')"
Moskal,moch,N,N,ch,suffix,"('Moskal', '#ch')"
paść,padać,V,V,adać,suffix,"('paść', '#adać')"
Kaczyński,kaczysta,N,N,ysta,suffix,maximum recursion depth exceeded
społeczny,społeczeństwo,J,N,stwo,suffix,"('spóła', '#ka', '#ny', '#stwo')"
chudy,chudoba,J,N,oba,suffix,"('chudy', '#oba')"
ser,sernik,N,N,nik,suffix,"('ser', '#nik')"
teizm,monoteizm,N,N,mono,prefix,"('mono#', 'teizm')"
suchy,sucho,J,R,o,suffix,"('suchy', '#o')"
mina,minka,N,N,ka,suffix,"('mina', '#ka')"
zad,zadek,N,N,ek,suffix,"('zad', '#ek')"
pacnąć,packa,V,N,ka,suffix,"('pac', '#nąć', '#ka')"
lotnisko,lotniskowiec,N,N,owiec,suffix,"('lot', '#ny', '#isko', '#owiec')"
skupić,skupina,V,N,ina,suffix,"('s#', 'kupić', '#ina')"
lizać,Polizei,V,V,po,prefix,"('po#', 'lizać')"
misa,miska,N,N,ka,suffix,"('misa', '#ka')"
pszczoła,pszczółka,N,N,ka,suffix,"('pszczoła', '#ka')"
ciasto,ciastko,N,N,ko,suffix,"('ciasto', '#ko')"
orzeł,orli,N,J,i,suffix,"('orzeł', '#i')"
osa,osi,N,J,i,suffix,"('osa', '#i')"
elf,elfi,N,J,i,suffix,"('elf', '#i')"
muł,muli,N,J,i,suffix,"('muł', '#i')"
pomarańcza,pomarańczowy,N,J,owy,suffix,"('pomarańcz', '#a', '#owy')"
kulturysta,kulturystka,N,N,ka,suffix,"('kulturysta', '#ka')"
gonić,goniec,V,N,ec,suffix,"('gonić', '#ec')"
skok,skoczek,N,N,ek,suffix,"('skok', '#ek')"
Portugalia,Portugalka,N,N,ka,suffix,"('Portugalia', '#ka')"
mocz,mocznik,N,N,nik,suffix,"('mocz', '#nik')"
Jan,Janik,N,N,ik,suffix,"('Jan', '#ik')"
lot,samolot,N,N,samo,prefix,"('samo#', 'lot')"
baba,babcia,N,N,cia,suffix,"('baba', '#cia')"
dziad,dziadek,N,N,ek,suffix,"('dziad', '#ek')"
historia,prehistoria,N,N,pre,prefix,"('pre#', 'historia')"
siatka,siatkówka,N,N,ówka,suffix,"('sieć', '#ka', '#ówka')"
grafia,kryptografia,N,N,krypto,prefix,"('krypto#', 'grafia')"
analizować,analizator,V,N,ator,suffix,"('analiza', '#ować', '#ator')"
mózgowie,śródmózgowie,N,N,śród,prefix,"('śród#', 'mózg', '#owie')"
Lach,laski,N,J,ski,suffix,"('Lach', '#ski')"
grupa,podgrupa,N,N,pod,prefix,"('pod#', 'grupa')"
kombinować,kombinator,V,N,ator,suffix,"('kombinować', '#ator')"
demon,demonologia,N,N,logia,suffix,"('demon', '#logia')"
Ryga,ryski,N,J,ski,suffix,"('Ryga', '#ski')"
etan,etanol,N,N,ol,suffix,"('etan', '#ol')"
uczyć,samouk,V,N,samo,prefix,"('samo#', 'uczyć')"
tresa,treska,N,N,ka,suffix,"('tresa', '#ka')"
reporter,reporterka,N,N,ka,suffix,"('reporter', '#ka')"
Bruksela,brukselka,N,N,ka,suffix,"('Bruksela', '#ka')"
fiolet,fioletowy,N,J,owy,suffix,"('fiolet', '#owy')"
purpura,purpurowy,N,J,owy,suffix,"('purpura', '#owy')"
beż,beżowy,N,J,owy,suffix,"('beż', '#owy')"
turkus,turkusowy,N,J,owy,suffix,"('turkus', '#owy')"
granat,granatowy,N,J,owy,suffix,"('granat', '#owy')"
błękit,błękitny,N,J,ny,suffix,"('błękit', '#ny')"
kropka,dwukropek,N,N,dwu,prefix,"('dwu#', 'kropić', '#ka')"
okrężny,okrężnica,J,N,ica,suffix,"('okrężny', '#ica')"
przecinać,przecinek,V,N,ek,suffix,"('prze#', 'ciąć', '#ać', '#ek')"
indyk,indyczka,N,N,ka,suffix,"('indyk', '#ka')"
użycie,nadużycie,N,N,nad,prefix,"('nad#', 'u#', 'żyć', '#ie')"
kot,kotek,N,N,ek,suffix,"('kot', '#ek')"
kot,kocica,N,N,ica,suffix,"('kot', '#ica')"
słoń,słonica,N,N,ica,suffix,"('słoń', '#ica')"
rzeczowy,rzeczownik,J,N,nik,suffix,"('rzecz', '#owy', '#nik')"
mały,malutki,J,J,utki,suffix,"('mały', '#utki')"
czasowy,czasownik,J,N,nik,suffix,"('czas', '#owy', '#nik')"
kierować,kierownik,V,N,nik,suffix,"('kierować', '#nik')"
kierownik,kierowniczka,N,N,ka,suffix,"('kierować', '#nik', '#ka')"
godny,godność,J,N,ość,suffix,"('godny', '#ość')"
kazać,wskazać,V,V,ws,prefix,"('ws#', 'kazać')"
znaczyć,wyznaczyć,V,V,wy,prefix,"('wy#', 'znać', '#ak', '#yć')"
trafić,potrafić,V,V,po,prefix,"('po#', 'traf', '#ić')"
lekarz,lekarstwo,N,N,stwo,suffix,"('lek', '#arz', '#stwo')"
pion,pionek,N,N,ek,suffix,"('pion', '#ek')"
mierzalny,niemierzalny,J,J,nie,prefix,"('nie#', 'mierzyć', '#alny')"
liczba,liczebnik,N,N,nik,suffix,"('liczyć', '#ba', '#nik')"
król,królowa,N,N,owa,suffix,"('król', '#owa')"
car,caryca,N,N,yca,suffix,"('car', '#yca')"
dostrzec,dostrzegać,V,V,ać,suffix,"('do#', 'strzec', '#ać')"
stary,starość,J,N,ość,suffix,"('stary', '#ość')"
dorosły,dorosłość,N,N,ość,suffix,"('do#', 'rosnąć', '#ły', '#ość')"
pełnoletni,pełnoletniość,J,N,ość,suffix,"('pełnoletnia', '#i', '#ość')"
Czech,Czeszka,N,N,ka,suffix,"('Czech', '#ka')"
podlać,podlewać,V,V,wać,suffix,"('pod#', 'lać', '#wać')"
koń,konik,N,N,ik,suffix,"('koń', '#ik')"
zwierz,zwierzę,N,N,ę,suffix,"('zwierz', '#ę')"
beton,betonowy,N,J,owy,suffix,"('beton', '#owy')"
wiatr,wietrzyć,N,V,yć,suffix,"('wiatr', '#yć')"
napowietrzyć,napowietrzać,V,V,ać,suffix,"('napowietrzyć', '#ać')"
stryj,stryjek,N,N,ek,suffix,"('stryj', '#ek')"
zimny,zimno,J,R,o,suffix,"('zima', '#ny', '#o')"
przeziębić,przeziębienie,V,N,enie,suffix,"('prze#', 'ziębić', '#enie')"
puch,puszka,N,N,ka,suffix,"('puch', '#ka')"
ametyst,ametystowy,N,J,owy,suffix,"('ametyst', '#owy')"
studia,studiować,N,V,ować,suffix,"('studia', '#ować')"
jedność,jednostka,N,N,ka,suffix,"('jeden', '#ość', '#ka')"
rudy,rudo,J,R,o,suffix,"('rudy', '#o')"
szczep,szczepowy,N,J,owy,suffix,"('szczep', '#owy')"
prowadzić,poprowadzić,V,V,po,prefix,"('po#', 'prowadzić')"
prowadzić,zaprowadzić,V,V,za,prefix,"('za#', 'prowadzić')"
doprowadzić,doprowadzać,V,V,ać,suffix,"('do#', 'prowadzić', '#ać')"
przeprowadzić,przeprowadzać,V,V,ać,suffix,"('prze#', 'prowadzić', '#ać')"
wskazać,wskazywać,V,V,ywać,suffix,"('ws#', 'kazać', '#ywać')"
wodzić,dowodzić,V,V,do,prefix,"('do#', 'wodzić')"
wodzić,przewodzić,V,V,prze,prefix,"('prze#', 'wodzić')"
chodzić,wychodzić,V,V,wy,prefix,"('wy#', 'chodzić')"
przód,przodować,N,V,ować,suffix,"('przód', '#ować')"
brać,wybrać,V,V,wy,prefix,"('wy#', 'brać')"
prosty,prostak,J,N,ak,suffix,"('prosty', '#ak')"
administrator,administratorka,N,N,ka,suffix,"('administrować', '#ator', '#ka')"
kość,kostka,N,N,ka,suffix,"('kość', '#ka')"
Litwa,litewski,N,J,ski,suffix,"('Litwa', '#ski')"
igła,iglica,N,N,ica,suffix,"('igła', '#ica')"
Polska,Małopolska,N,N,mało,prefix,"('mało#', 'pole', '#ski')"
mały,mało,J,N,o,suffix,"('mały', '#o')"
bezczelny,bezczelność,J,N,ość,suffix,"('bezczelny', '#ość')"
zuchwały,zuchwalstwo,J,N,stwo,suffix,"('zuchwały', '#stwo')"
teizm,politeizm,N,N,poli,prefix,"('poli#', 'teizm')"
liczyć,liczba,V,N,ba,suffix,"('liczyć', '#ba')"
niemy,Niemiec,J,N,iec,suffix,"('niemy', '#iec')"
wiele,niewiele,R,N,nie,prefix,"('nie#', 'wiele')"
podać,podatek,V,N,ek,suffix,"('po#', 'dać', '#ek')"
otworzyć,otwarty,V,U,ty,suffix,"('otworzyć', '#ty')"
otworzyć,otwierać,V,V,ać,suffix,"('otworzyć', '#ać')"
ostać,ostatni,U,J,ni,suffix,"('o#', 'stać', '#ni')"
zabić,zabijać,V,V,ać,suffix,"('za#', 'bić', '#ać')"
legły,równoległy,V,J,równo,prefix,"('równo#', 'legły')"
czynny,czynność,J,N,ość,suffix,"('czyn', '#ny', '#ość')"
przyszły,przyszłość,J,N,ość,suffix,"('przyszły', '#ość')"
ile,ilość,N,N,ość,suffix,"('ile', '#ość')"
wschód,wschodni,N,J,ni,suffix,"('wschód', '#ni')"
zachód,zachodni,N,J,ni,suffix,"('zachód', '#ni')"
syn,synowa,N,N,owa,suffix,"('syn', '#owa')"
kopać,kopalnia,V,N,alnia,suffix,"('kop', '#ać', '#alnia')"
miedź,miedziany,N,J,any,suffix,"('miedź', '#any')"
Bułgaria,bułgarski,N,J,ski,suffix,"('Bułgar', '#ia', '#ski')"
zainteresować,zainteresowanie,V,N,anie,suffix,"('za#', 'interes', '#ować', '#anie')"
żelazo,żelazko,N,N,ko,suffix,"('żelazo', '#ko')"
nora,nornica,N,N,nica,suffix,"('nora', '#nica')"
ciemny,ciemność,J,N,ość,suffix,"('ciemny', '#ość')"
próżny,próżnia,J,N,nia,suffix,"('próżny', '#nia')"
odkurzać,odkurzacz,V,N,acz,suffix,"('od#', 'kurz', '#yć', '#ać', '#acz')"
młot,młotek,N,N,ek,suffix,"('młot', '#ek')"
Ameryka,Amerykanin,N,N,nin,suffix,"('Ameryka', '#nin')"
Ameryka,amerykański,N,J,ski,suffix,"('Ameryka', '#ski')"
obecny,obecnie,J,R,ie,suffix,"('obecny', '#ie')"
zamknąć,zamykać,V,V,ać,suffix,"('za#', 'mknąć', '#ać')"
zegar,zegarek,N,N,ek,suffix,"('zegar', '#ek')"
wart,wartość,J,N,ość,suffix,"('wart', '#ość')"
głupi,głupek,J,N,ek,suffix,"('głupi', '#ek')"
samobójca,samobójstwo,N,N,stwo,suffix,"('samobój', '#ca', '#stwo')"
alkohol,alkoholowy,N,J,owy,suffix,"('alkohol', '#owy')"
myć,mydło,V,N,dło,suffix,"('myć', '#dło')"
spadać,wodospad,V,N,wodo,prefix,"('wodo#', 's#', 'paść', '#adać')"
gwiazda,rozgwiazda,N,N,roz,prefix,"('roz#', 'gwiazda')"
chciwy,chciwość,J,N,ość,suffix,"('chcieć', '#iwy', '#ość')"
mianować,mianownik,V,N,nik,suffix,"('miano', '#ować', '#nik')"
dopełniać,dopełniacz,V,N,acz,suffix,"('do#', 'pełny', '#ić', '#ać', '#acz')"
celować,celownik,V,N,nik,suffix,"('cel', '#ować', '#nik')"
bierny,biernik,N,N,nik,suffix,"('bierny', '#nik')"
narzędzie,narzędnik,N,N,nik,suffix,"('na#', 'rząd', '#nik')"
miejsce,miejscownik,N,N,ownik,suffix,"('miejsce', '#ownik')"
wołać,wołacz,V,N,acz,suffix,"('wołać', '#acz')"
zapomnieć,zapominać,V,V,ać,suffix,"('za#', 'po#', 'mnieć', '#ać')"
słońce,słonecznik,N,N,nik,suffix,"('słońce', '#nik')"
wiadomy,wiadomość,J,N,ość,suffix,"('wiedza', '#eć', '#omy', '#ość')"
konew,konewka,N,N,ka,suffix,"('konew', '#ka')"
obiecać,obietnica,V,N,nica,suffix,"('obiecać', '#nica')"
kolano,kolanowy,N,J,owy,suffix,"('kolano', '#owy')"
kolor,kolorowy,N,J,owy,suffix,"('kolor', '#owy')"
bordo,bordowy,N,J,owy,suffix,"('bordo', '#owy')"
żółty,żółtawy,J,J,awy,suffix,"('żółty', '#awy')"
zielony,zielonkawy,J,J,awy,suffix,"('zielony', '#awy')"
niebieski,niebieskawy,J,J,awy,suffix,"('niebo', '#ski', '#awy')"
szary,szarawy,J,J,awy,suffix,"('szary', '#awy')"
biały,białawy,J,J,awy,suffix,"('białka', '#y', '#awy')"
fioletowy,fioletowawy,J,J,awy,suffix,"('fiolet', '#owy', '#awy')"
pomarańczowy,pomarańczowawy,J,J,awy,suffix,"('pomarańcz', '#a', '#owy', '#awy')"
różowy,różowawy,J,J,awy,suffix,"('róż', '#a', '#owy', '#awy')"
czerwony,czerwonawy,J,J,awy,suffix,"('czerwony', '#awy')"
czarny,czarnawy,J,J,awy,suffix,"('czarny', '#awy')"
brązowy,brązowawy,J,J,awy,suffix,"('brąz', '#owy', '#awy')"
potomek,potomstwo,N,N,stwo,suffix,"('potomek', '#stwo')"
południe,popołudnie,N,N,po,prefix,"('po#', 'południe')"
tłumaczyć,tłumaczenie,V,N,enie,suffix,"('tłumacz', '#yć', '#enie')"
truć,trucizna,V,N,izna,suffix,"('truć', '#izna')"
planeta,planetka,N,N,ka,suffix,"('planeta', '#ka')"
tokarz,tokarka,N,N,ka,suffix,"('tokarz', '#ka')"
kierować,kierowca,V,N,ca,suffix,"('kierować', '#ca')"
sterować,sterownik,V,N,nik,suffix,"('ster', '#ować', '#nik')"
palić,palacz,V,N,acz,suffix,"('palić', '#acz')"
więzić,więzienie,V,N,enie,suffix,"('więzić', '#enie')"
nagły,nagle,J,R,e,suffix,"('nagły', '#e')"
król,królestwo,N,N,stwo,suffix,"('król', '#stwo')"
zdać,zdanie,V,N,anie,suffix,"('z#', 'dać', '#anie')"
butla,butelka,N,N,ka,suffix,"('butla', '#ka')"
bieda,biedny,N,J,ny,suffix,"('bieda', '#ny')"
pytać,pytanie,V,N,anie,suffix,"('pytać', '#anie')"
móc,możliwy,V,J,liwy,suffix,"('móc', '#liwy')"
komora,komórka,N,N,ka,suffix,"('komora', '#ka')"
bliski,blisko,J,R,o,suffix,"('bliski', '#o')"
pić,picie,V,N,ie,suffix,"('pić', '#ie')"
Wikipedia,wikipedysta,N,N,ysta,suffix,"('Wikipedia', '#ysta')"
krzyż,krzyżówka,N,N,ówka,suffix,"('krzyż', '#ówka')"
chodzić,podchodzić,V,V,pod,prefix,"('pod#', 'chodzić')"
straż,strażak,N,N,ak,suffix,"('straż', '#ak')"
przestrzec,przestrzegać,V,V,ać,suffix,"('prze#', 'strzec', '#ać')"
grać,gracz,V,N,acz,suffix,"('gra', '#ać', '#acz')"
księga,księgarnia,N,N,arnia,suffix,"('księgi', '#a', '#arnia')"
duży,dużo,J,R,o,suffix,"('duży', '#o')"
wytrysk,wytryskiwać,N,V,iwać,suffix,"('wytrysk', '#iwać')"
kazać,pokazać,V,V,po,prefix,"('po#', 'kazać')"
brud,brudny,N,J,ny,suffix,"('brud', '#ny')"
szwagier,szwagierka,N,N,ka,suffix,"('szwagier', '#ka')"
noc,nocny,N,J,ny,suffix,"('noc', '#ny')"
skory,skoro,J,R,o,suffix,"('skory', '#o')"
padek,przypadek,N,N,przy,prefix,"('przy#', 'padek')"
badać,badanie,V,N,anie,suffix,"('badać', '#anie')"
naleźć,znaleźć,V,V,z,prefix,"('z#', 'na#', 'leźć')"
robić,zrobić,V,V,z,prefix,"('z#', 'robić')"
waga,ważny,N,J,ny,suffix,"('waga', '#ny')"
Śląsk,śląski,N,J,i,suffix,"('Śląsk', '#i')"
spółka,społeczny,N,J,ny,suffix,"('spóła', '#ka', '#ny')"
sito,sitko,N,N,ko,suffix,"('sito', '#ko')"
kawa,kawka,N,N,ka,suffix,"('kawa', '#ka')"
kopciuch,kopciuszek,N,N,ek,suffix,"('kopeć', '#uch', '#ek')"
cały,cało,J,R,o,suffix,"('cały', '#o')"
miesiąc,miech,N,N,ch,suffix,"('miesiąc', '#ch')"
przymiot,przymiotnik,N,N,nik,suffix,"('przymiot', '#nik')"
znaczyć,znaczenie,V,N,enie,suffix,"('znać', '#ak', '#yć', '#enie')"
spoić,spójnik,V,N,nik,suffix,"('s#', 'poić', '#nik')"
mąż,męski,N,J,ski,suffix,"('mąż', '#ski')"
stać,postać,V,V,po,prefix,"('po#', 'stać')"
położyć,położenie,V,N,enie,suffix,"('po#', 'łożyć', '#enie')"
panew,panewka,N,N,ka,suffix,"('panew', '#ka')"
imię,imieniny,N,N,iny,suffix,"('imię', '#iny')"
urodzić,urodziny,V,N,iny,suffix,"('u#', 'rodzić', '#iny')"
nożyce,nożyczki,N,N,ki,suffix,"('nóż', '#ik', '#ki')"
Walenty,walentynki,N,N,ki,suffix,"('Walenty', '#ki')"
uwaga,uważny,N,J,ny,suffix,"('u#', 'waga', '#ny')"
jeść,zjeść,V,V,z,prefix,"('z#', 'jeść')"
drukować,drukarnia,V,N,arnia,suffix,"('druk', '#ować', '#arnia')"
druk,drukować,N,V,ować,suffix,"('druk', '#ować')"
większy,większość,J,N,ość,suffix,"('wielki', '#szy', '#ość')"
tyrać,tyranie,V,N,anie,suffix,"('tyrać', '#anie')"
kuchnia,kuchenka,N,N,ka,suffix,"('kuchnia', '#ka')"
łaźnia,łazienka,N,N,ka,suffix,"('łazić', '#nia', '#ka')"
piwo,piwnica,N,N,nica,suffix,"('piwo', '#nica')"
sypiać,sypialnia,V,N,alnia,suffix,"('spać', '#ać', '#alnia')"
prać,pralnia,V,N,alnia,suffix,"('prać', '#alnia')"
lód,lodówka,N,N,ówka,suffix,"('lód', '#ówka')"
suszyć,suszarka,V,N,arka,suffix,"('suchy', '#yć', '#arka')"
polski,polszczyzna,J,N,yzna,suffix,"('pole', '#ski', '#ski', '#yzna')"
jeść,jedzenie,V,N,enie,suffix,"('jeść', '#enie')"
stąpić,następny,J,J,na,prefix,"('na#', 'stąpić')"
kwadrat,kwadratowy,N,J,owy,suffix,"('kwadrat', '#owy')"
łączyć,wyłączyć,V,V,wy,prefix,"('wy#', 'łączyć')"
pleść,plotka,V,N,ka,suffix,"('pleść', '#ka')"
środa,środowisko,N,N,owisko,suffix,"('śród', '#a', '#owisko')"
niedźwiedź,niedźwiedzica,N,N,ica,suffix,"('niedźwiedź', '#ica')"
guz,guzik,N,N,ik,suffix,"('guz', '#ik')"
kłąb,kłębek,N,N,ek,suffix,"('kłąb', '#ek')"
szczęście,szczęśliwy,N,J,liwy,suffix,"('szczęście', '#liwy')"
kopnąć,kopnięcie,V,N,ęcie,suffix,"('kop', '#nąć', '#ęcie')"
codzienny,codziennie,J,R,ie,suffix,"('co#', 'dzień', '#ny', '#ie')"
płaski,płaszczyzna,J,N,yzna,suffix,"('płaz', '#ski', '#yzna')"
strzała,strzałka,N,N,ka,suffix,"('strzał', '#a', '#ka')"
pocałować,pocałunek,V,N,unek,suffix,"('po#', 'całować', '#unek')"
pies,psica,N,N,ica,suffix,"('pies', '#ica')"
kanapa,kanapka,N,N,ka,suffix,"('kanapa', '#ka')"
wykrzyknąć,wykrzyknik,V,N,nik,suffix,"('wy#', 'krzyk', '#eć', '#nąć', '#nik')"
biskup,arcybiskup,N,N,arcy,prefix,"('arcy#', 'biskup')"
sprawiedliwy,sprawiedliwość,J,N,ość,suffix,"('s#', 'prawy', '#dło', '#ość')"
sport,sportowiec,N,N,owiec,suffix,"('sport', '#owiec')"
otyły,otyłość,J,N,ość,suffix,"('otyły', '#ość')"
model,modelka,N,N,ka,suffix,"('model', '#ka')"
mrówa,mrowisko,N,N,isko,suffix,"('mrówa', '#isko')"
sznur,sznurek,N,N,ek,suffix,"('sznur', '#ek')"
waliza,walizka,N,N,ka,suffix,"('waliza', '#ka')"
jaki,jakiś,N,U,ś,suffix,"('jak', '#i', '#ś')"
tak,także,R,U,że,suffix,"('tak', '#że')"
ostać,zostać,V,V,z,prefix,"('z#', 'o#', 'stać')"
student,studentka,N,N,ka,suffix,"('student', '#ka')"
zapalić,zapalenie,V,N,enie,suffix,"('za#', 'palić', '#enie')"
złoto,złotnik,N,N,nik,suffix,maximum recursion depth exceeded
spoić,spojówka,V,N,ówka,suffix,"('s#', 'poić', '#ówka')"
młody,młodość,J,N,ość,suffix,"('młody', '#ość')"
ssać,ssak,V,N,ak,suffix,"('ssać', '#ak')"
waga,ważka,N,N,ka,suffix,"('waga', '#ka')"
ława,ławka,N,N,ka,suffix,"('ława', '#ka')"
jaszczur,jaszczurka,N,N,ka,suffix,"('jaszczur', '#ka')"
nowy,nowość,J,N,ość,suffix,"('nowy', '#ość')"
przewodzić,przewodnik,V,N,nik,suffix,"('prze#', 'wodzić', '#nik')"
ogień,ognisko,N,N,isko,suffix,"('ogień', '#isko')"
poświęcić,poświęcenie,V,N,enie,suffix,"('po#', 'święty', '#ić', '#enie')"
